"Name","type","gene","organ","mouse_index","median_FC","class","target","group"
"NC4","control","NC","27-Spleen","8",1.51581508515815,TRUE,"Derl1","Derl1NC"
"NC7","control","NC","09-Tongue","8",1.5159386068477,TRUE,"Derl1","Derl1NC"
"NC3","control","NC","09-Tongue","385",1.51632270168856,TRUE,"Derl1","Derl1NC"
"NC6","control","NC","16-Dorsal epidermis","8",1.52498932080308,TRUE,"Derl1","Derl1NC"
"NC8","control","NC","22-Small intestine(epithelium)","8",1.52542372881356,TRUE,"Derl1","Derl1NC"
"NC7","control","NC","20-Small intestine(basal layer)","8",1.52754342431762,TRUE,"Derl1","Derl1NC"
"NC8","control","NC","28-Whole blood","8",1.52818733738075,TRUE,"Derl1","Derl1NC"
"NC8","control","NC","16-Dorsal epidermis","8",1.5303776683087,TRUE,"Derl1","Derl1NC"
"NC8","control","NC","20-Small intestine(basal layer)","8",1.53140578265204,TRUE,"Derl1","Derl1NC"
"NC5","control","NC","20-Small intestine(basal layer)","264",1.54380086165629,TRUE,"Derl1","Derl1NC"
"Derl1","unknown","Derl1","04-Eyeball","8",1.54822117445349,TRUE,"Derl1","Derl1Derl1"
"NC7","control","NC","02-Cerebrum","8",1.55136476426799,TRUE,"Derl1","Derl1NC"
"NC8","control","NC","32-CD4 na<U+00EF>ve","385",1.5554834523037,TRUE,"Derl1","Derl1NC"
"NC6","control","NC","09-Tongue","8",1.56856044425459,TRUE,"Derl1","Derl1NC"
"NC1","control","NC","32-CD4 na<U+00EF>ve","391",1.57829217688459,TRUE,"Derl1","Derl1NC"
"NC3","control","NC","24-CD8 effector/memory","385",1.59060310482209,TRUE,"Derl1","Derl1NC"
"NC7","control","NC","01-Cerebellum","8",1.59183673469388,TRUE,"Derl1","Derl1NC"
"NC8","control","NC","03-Heart","8",1.59934318555008,TRUE,"Derl1","Derl1NC"
"NC8","control","NC","08-Thyroid","391",1.60014280614066,TRUE,"Derl1","Derl1NC"
"NC8","control","NC","31-CD4 effector/memory","8",1.60262725779967,TRUE,"Derl1","Derl1NC"
"NC7","control","NC","04-Eyeball","8",1.60378297660528,TRUE,"Derl1","Derl1NC"
"NC4","control","NC","25-CD8 central memory","385",1.61330394710479,TRUE,"Derl1","Derl1NC"
"NC5","control","NC","22-Small intestine(epithelium)","385",1.61991383437051,TRUE,"Derl1","Derl1NC"
"NC5","control","NC","26-LN","391",1.62087754516777,TRUE,"Derl1","Derl1NC"
"NC8","control","NC","12-Ear lobe","8",1.62623097582811,TRUE,"Derl1","Derl1NC"
"NC8","control","NC","06-Lung","391",1.64084255622992,TRUE,"Derl1","Derl1NC"
"NC3","control","NC","30-Treg","385",1.64485981308411,TRUE,"Derl1","Derl1NC"
"NC5","control","NC","04-Eyeball","391",1.64619164619165,TRUE,"Derl1","Derl1NC"
"NC3","control","NC","32-CD4 na<U+00EF>ve","385",1.64803001876173,TRUE,"Derl1","Derl1NC"
"NC7","control","NC","13-Dorsal skin dermis","8",1.65563656758273,TRUE,"Derl1","Derl1NC"
"NC8","control","NC","09-Tongue","8",1.66174055829228,TRUE,"Derl1","Derl1NC"
"NC6","control","NC","08-Thyroid","391",1.66493313521545,TRUE,"Derl1","Derl1NC"
"NC6","control","NC","06-Lung","391",1.67607726597325,TRUE,"Derl1","Derl1NC"
"NC6","control","NC","22-Small intestine(epithelium)","8",1.67902350813743,TRUE,"Derl1","Derl1NC"
"Derl1","unknown","Derl1","05-Kidney","8",1.68172730907637,TRUE,"Derl1","Derl1Derl1"
"NC6","control","NC","05-Kidney","385",1.68326577880718,TRUE,"Derl1","Derl1NC"
"NC7","control","NC","27-Spleen","8",1.6959370904325,TRUE,"Derl1","Derl1NC"
"NC8","control","NC","25-CD8 central memory","391",1.71513878288485,TRUE,"Derl1","Derl1NC"
"NC6","control","NC","14-Oral mucosa","8",1.72668810289389,TRUE,"Derl1","Derl1NC"
"NC6","control","NC","19-Large intestine(basal layer)","391",1.72948797038865,TRUE,"Derl1","Derl1NC"
"NC8","control","NC","27-Spleen","264",1.73016905071521,TRUE,"Derl1","Derl1NC"
"NC5","control","NC","18-Tail epidermis","391",1.74820762833381,TRUE,"Derl1","Derl1NC"
"NC8","control","NC","30-Treg","8",1.76354679802956,TRUE,"Derl1","Derl1NC"
"NC7","control","NC","33-CD8 na<U+00EF>ve","8",1.76510446075663,TRUE,"Derl1","Derl1NC"
"NC2","control","NC","32-CD4 na<U+00EF>ve","8",1.78031496062992,TRUE,"Derl1","Derl1NC"
"NC8","control","NC","33-CD8 na<U+00EF>ve","385",1.7910447761194,TRUE,"Derl1","Derl1NC"
"NC7","control","NC","19-Large intestine(basal layer)","8",1.7968659315148,TRUE,"Derl1","Derl1NC"
"NC8","control","NC","01-Cerebellum","8",1.8,TRUE,"Derl1","Derl1NC"
"NC4","control","NC","26-LN","8",1.80983208577787,TRUE,"Derl1","Derl1NC"
"NC8","control","NC","11-mFat","8",1.81493506493506,TRUE,"Derl1","Derl1NC"
"NC3","control","NC","33-CD8 na<U+00EF>ve","385",1.8202626641651,TRUE,"Derl1","Derl1NC"
"NC8","control","NC","06-Lung","264",1.8306956201693,TRUE,"Derl1","Derl1NC"
"NC8","control","NC","27-Spleen","385",1.83192731992213,TRUE,"Derl1","Derl1NC"
"NC5","control","NC","31-CD4 effector/memory","391",1.83380762663631,TRUE,"Derl1","Derl1NC"
"NC7","control","NC","06-Lung","8",1.83825265643447,TRUE,"Derl1","Derl1NC"
"NC8","control","NC","04-Eyeball","8",1.83880597014925,TRUE,"Derl1","Derl1NC"
"NC7","control","NC","14-Oral mucosa","8",1.84408300616938,TRUE,"Derl1","Derl1NC"
"NC8","control","NC","02-Cerebrum","8",1.84845463609172,TRUE,"Derl1","Derl1NC"
"NC4","control","NC","24-CD8 effector/memory","8",1.85158150851582,TRUE,"Derl1","Derl1NC"
"NC1","control","NC","30-Treg","8",1.86579869804707,TRUE,"Derl1","Derl1NC"
"NC8","control","NC","05-Kidney","8",1.8752052545156,TRUE,"Derl1","Derl1NC"
"NC7","control","NC","31-CD4 effector/memory","8",1.88429752066116,TRUE,"Derl1","Derl1NC"
"NC8","control","NC","19-Large intestine(basal layer)","8",1.91168250419229,TRUE,"Derl1","Derl1NC"
"NC7","control","NC","21-Large intestine(crude)","391",1.91749773345422,TRUE,"Derl1","Derl1NC"
"NC6","control","NC","07-pFat","391",1.93502715283165,TRUE,"Derl1","Derl1NC"
"NC7","control","NC","26-LN","8",1.93925657298277,TRUE,"Derl1","Derl1NC"
"NC5","control","NC","14-Oral mucosa","391",1.94264410668196,TRUE,"Derl1","Derl1NC"
"NC7","control","NC","05-Kidney","8",1.97638724911452,TRUE,"Derl1","Derl1NC"
"NC8","control","NC","14-Oral mucosa","391",1.98357729382363,TRUE,"Derl1","Derl1NC"
"NC8","control","NC","21-Large intestine(crude)","391",1.98654940506984,TRUE,"Derl1","Derl1NC"
"NC5","control","NC","25-CD8 central memory","385",1.99611650485437,TRUE,"Derl1","Derl1NC"
"NC7","control","NC","30-Treg","385",2.00135922330097,TRUE,"Derl1","Derl1NC"
"Derl1","unknown","Derl1","13-Dorsal skin dermis","8",2.00512820512821,TRUE,"Derl1","Derl1Derl1"
"NC8","control","NC","06-Lung","8",2.01313628899836,TRUE,"Derl1","Derl1NC"
"NC7","control","NC","12-Ear lobe","8",2.04941551540914,TRUE,"Derl1","Derl1NC"
"NC6","control","NC","17-Crude tail","391",2.07784055241682,TRUE,"Derl1","Derl1NC"
"NC8","control","NC","33-CD8 na<U+00EF>ve","8",2.10714285714286,TRUE,"Derl1","Derl1NC"
"NC4","control","NC","28-Whole blood","8",2.1560865262265,TRUE,"Derl1","Derl1NC"
"NC7","control","NC","16-Dorsal epidermis","8",2.15702479338843,TRUE,"Derl1","Derl1NC"
"NC4","control","NC","33-CD8 na<U+00EF>ve","8",2.19696671262557,TRUE,"Derl1","Derl1NC"
"NC8","control","NC","26-LN","8",2.27521986549405,TRUE,"Derl1","Derl1NC"
"NC8","control","NC","27-Spleen","391",2.30489111031774,TRUE,"Derl1","Derl1NC"
"NC8","control","NC","15-Epididymis","8",2.38921205711264,TRUE,"Derl1","Derl1NC"
"NC7","control","NC","30-Treg","8",2.58205430932704,TRUE,"Derl1","Derl1NC"
"NC7","control","NC","07-pFat","8",2.79977565900168,TRUE,"Derl1","Derl1NC"
"NC4","control","NC","25-CD8 central memory","8",2.86861313868613,TRUE,"Derl1","Derl1NC"
"NC5","control","NC","20-Small intestine(basal layer)","391",2.98481012658228,TRUE,"Derl1","Derl1NC"
"NC8","control","NC","28-Whole blood","391",3.40592645483756,TRUE,"Derl1","Derl1NC"
"NC8","control","NC","24-CD8 effector/memory","385",3.44825416797735,TRUE,"Derl1","Derl1NC"
"NC8","control","NC","24-CD8 effector/memory","391",4.11012151589868,TRUE,"Derl1","Derl1NC"
"NC8","control","NC","26-LN","391",4.28418421992146,TRUE,"Derl1","Derl1NC"
"Mov10","unknown","Mov10","39-Meiosis II","264",0.00203183203521842,FALSE,"Mov10","Mov10Mov10"
"Mov10","unknown","Mov10","36-Pachytene/Diplotene","264",0.00203183203521842,FALSE,"Mov10","Mov10Mov10"
"Mov10","unknown","Mov10","38-Round spermatid","385",0.00203183203521842,FALSE,"Mov10","Mov10Mov10"
"Mov10","unknown","Mov10","39-Meiosis II","385",0.00406366407043684,FALSE,"Mov10","Mov10Mov10"
"Mov10","unknown","Mov10","36-Pachytene/Diplotene","385",0.00812732814087369,FALSE,"Mov10","Mov10Mov10"
"Mov10","unknown","Mov10","38-Round spermatid","264",0.0101591601760921,FALSE,"Mov10","Mov10Mov10"
"Mov10","unknown","Mov10","37-Sperm","385",0.0182864883169658,FALSE,"Mov10","Mov10Mov10"
"Mov10","unknown","Mov10","35-Crude testis","385",0.0243819844226211,FALSE,"Mov10","Mov10Mov10"
"Mov10","unknown","Mov10","37-Sperm","8",0.0253846153846154,FALSE,"Mov10","Mov10Mov10"
"Mov10","unknown","Mov10","36-Pachytene/Diplotene","A221",0.0267591674925669,FALSE,"Mov10","Mov10Mov10"
"Mov10","unknown","Mov10","39-Meiosis II","A221",0.0319148936170213,FALSE,"Mov10","Mov10Mov10"
"Mov10","unknown","Mov10","34-Spermatogonia","385",0.03860480866915,FALSE,"Mov10","Mov10Mov10"
"Mov10","unknown","Mov10","35-Crude testis","264",0.0426684727395869,FALSE,"Mov10","Mov10Mov10"
"Mov10","unknown","Mov10","34-Spermatogonia","A221",0.0445986124876115,FALSE,"Mov10","Mov10Mov10"
"Mov10","unknown","Mov10","34-Spermatogonia","264",0.0467321368100237,FALSE,"Mov10","Mov10Mov10"
"Mov10","unknown","Mov10","38-Round spermatid","A221",0.0615171137835338,FALSE,"Mov10","Mov10Mov10"
"Mov10","unknown","Mov10","35-Crude testis","A221",0.117009750812568,FALSE,"Mov10","Mov10Mov10"
"Mov10","unknown","Mov10","37-Sperm","264",0.119878090077887,FALSE,"Mov10","Mov10Mov10"
"Mov10","unknown","Mov10","37-Sperm","A221",0.229362880886427,FALSE,"Mov10","Mov10Mov10"
"NC2","control","NC","37-Sperm","A221",0.373516552154903,FALSE,"Mov10","Mov10NC"
"NC4","control","NC","38-Round spermatid","A221",0.414781051603451,FALSE,"Mov10","Mov10NC"
"NC4","control","NC","36-Pachytene/Diplotene","A221",0.415969092079845,FALSE,"Mov10","Mov10NC"
"NC2","control","NC","39-Meiosis II","A221",0.43783988870621,FALSE,"Mov10","Mov10NC"
"NC4","control","NC","37-Sperm","A221",0.524911730090232,FALSE,"Mov10","Mov10NC"
"NC4","control","NC","35-Crude testis","A221",0.525941422594142,FALSE,"Mov10","Mov10NC"
"NC2","control","NC","38-Round spermatid","A221",0.577488808356427,FALSE,"Mov10","Mov10NC"
"NC5","control","NC","37-Sperm","264",0.597415031115366,FALSE,"Mov10","Mov10NC"
"NC4","control","NC","34-Spermatogonia","A221",0.616870573084353,FALSE,"Mov10","Mov10NC"
"NC7","control","NC","36-Pachytene/Diplotene","264",0.642207398423287,FALSE,"Mov10","Mov10NC"
"NC4","control","NC","39-Meiosis II","A221",0.650413056618981,FALSE,"Mov10","Mov10NC"
"NC2","control","NC","35-Crude testis","A221",0.657301381182859,FALSE,"Mov10","Mov10NC"
"NC2","control","NC","36-Pachytene/Diplotene","A221",0.659355416293644,FALSE,"Mov10","Mov10NC"
"NC2","control","NC","34-Spermatogonia","A221",0.739928379588183,FALSE,"Mov10","Mov10NC"
"NC5","control","NC","36-Pachytene/Diplotene","385",0.742460507419818,FALSE,"Mov10","Mov10NC"
"NC5","control","NC","38-Round spermatid","264",0.751077070368597,FALSE,"Mov10","Mov10NC"
"NC5","control","NC","34-Spermatogonia","264",0.75825753949258,FALSE,"Mov10","Mov10NC"
"NC8","control","NC","38-Round spermatid","385",0.763140817650876,FALSE,"Mov10","Mov10NC"
"NC7","control","NC","35-Crude testis","264",0.765918738629472,FALSE,"Mov10","Mov10NC"
"NC1","control","NC","38-Round spermatid","385",0.778427550357375,FALSE,"Mov10","Mov10NC"
"NC7","control","NC","38-Round spermatid","264",0.77865372953305,FALSE,"Mov10","Mov10NC"
"NC1","control","NC","39-Meiosis II","A221",0.779280291118199,FALSE,"Mov10","Mov10NC"
"NC4","control","NC","39-Meiosis II","385",0.788678340129527,FALSE,"Mov10","Mov10NC"
"NC6","control","NC","37-Sperm","264",0.790387955993052,FALSE,"Mov10","Mov10NC"
"NC7","control","NC","39-Meiosis II","A221",0.797411647585864,FALSE,"Mov10","Mov10NC"
"NC7","control","NC","39-Meiosis II","264",0.804123711340206,FALSE,"Mov10","Mov10NC"
"NC6","control","NC","39-Meiosis II","385",0.823393167342212,FALSE,"Mov10","Mov10NC"
"NC1","control","NC","37-Sperm","385",0.831059129304743,FALSE,"Mov10","Mov10NC"
"NC7","control","NC","34-Spermatogonia","264",0.84232868405094,FALSE,"Mov10","Mov10NC"
"NC8","control","NC","34-Spermatogonia","385",0.842959117456197,FALSE,"Mov10","Mov10NC"
"NC7","control","NC","34-Spermatogonia","A221",0.843790566854176,FALSE,"Mov10","Mov10NC"
"NC5","control","NC","37-Sperm","8",0.850580046403712,FALSE,"Mov10","Mov10NC"
"NC8","control","NC","37-Sperm","385",0.852693056456846,FALSE,"Mov10","Mov10NC"
"NC1","control","NC","39-Meiosis II","385",0.858349577647823,FALSE,"Mov10","Mov10NC"
"NC1","control","NC","35-Crude testis","A221",0.870222894514392,FALSE,"Mov10","Mov10NC"
"NC6","control","NC","37-Sperm","8",0.875,FALSE,"Mov10","Mov10NC"
"NC4","control","NC","34-Spermatogonia","385",0.875029983209403,FALSE,"Mov10","Mov10NC"
"NC1","control","NC","34-Spermatogonia","385",0.878492527615335,FALSE,"Mov10","Mov10NC"
"NC1","control","NC","36-Pachytene/Diplotene","A221",0.883053280418813,FALSE,"Mov10","Mov10NC"
"NC7","control","NC","37-Sperm","8",0.883365200764818,FALSE,"Mov10","Mov10NC"
"NC4","control","NC","38-Round spermatid","385",0.887982729671384,FALSE,"Mov10","Mov10NC"
"NC1","control","NC","37-Sperm","8",0.891982182628062,FALSE,"Mov10","Mov10NC"
"NC5","control","NC","35-Crude testis","264",0.896122546673049,FALSE,"Mov10","Mov10NC"
"NC1","control","NC","36-Pachytene/Diplotene","264",0.906432748538012,FALSE,"Mov10","Mov10NC"
"NC1","control","NC","37-Sperm","A221",0.908070857445775,FALSE,"Mov10","Mov10NC"
"NC7","control","NC","37-Sperm","264",0.915100060642814,FALSE,"Mov10","Mov10NC"
"NC1","control","NC","38-Round spermatid","A221",0.917287234042553,FALSE,"Mov10","Mov10NC"
"NC5","control","NC","35-Crude testis","385",0.920536141694591,FALSE,"Mov10","Mov10NC"
"NC8","control","NC","35-Crude testis","385",0.928617780661908,FALSE,"Mov10","Mov10NC"
"NC1","control","NC","36-Pachytene/Diplotene","385",0.929174788823912,FALSE,"Mov10","Mov10NC"
"NC3","control","NC","34-Spermatogonia","264",0.94108818011257,FALSE,"Mov10","Mov10NC"
"NC1","control","NC","35-Crude testis","385",0.941520467836257,FALSE,"Mov10","Mov10NC"
"NC3","control","NC","38-Round spermatid","A221",0.947468054898249,FALSE,"Mov10","Mov10NC"
"NC6","control","NC","35-Crude testis","264",0.951939779965258,FALSE,"Mov10","Mov10NC"
"NC1","control","NC","34-Spermatogonia","A221",0.95220805539137,FALSE,"Mov10","Mov10NC"
"NC3","control","NC","37-Sperm","A221",0.953298739807265,FALSE,"Mov10","Mov10NC"
"NC6","control","NC","38-Round spermatid","385",0.953676896352056,FALSE,"Mov10","Mov10NC"
"NC2","control","NC","34-Spermatogonia","385",0.958453311394488,FALSE,"Mov10","Mov10NC"
"NC5","control","NC","39-Meiosis II","264",0.969363331737674,FALSE,"Mov10","Mov10NC"
"NC5","control","NC","39-Meiosis II","385",0.97079942556247,FALSE,"Mov10","Mov10NC"
"NC4","control","NC","36-Pachytene/Diplotene","385",0.971455984648597,FALSE,"Mov10","Mov10NC"
"NC3","control","NC","37-Sperm","264",0.977110694183865,FALSE,"Mov10","Mov10NC"
"NC2","control","NC","36-Pachytene/Diplotene","264",0.97737556561086,FALSE,"Mov10","Mov10NC"
"NC3","control","NC","39-Meiosis II","A221",0.978466838931955,FALSE,"Mov10","Mov10NC"
"NC3","control","NC","36-Pachytene/Diplotene","264",0.979362101313321,FALSE,"Mov10","Mov10NC"
"NC6","control","NC","36-Pachytene/Diplotene","264",0.979733642154024,FALSE,"Mov10","Mov10NC"
"NC5","control","NC","38-Round spermatid","385",0.988032551460029,FALSE,"Mov10","Mov10NC"
"NC5","control","NC","37-Sperm","385",0.989468645284825,FALSE,"Mov10","Mov10NC"
"NC5","control","NC","36-Pachytene/Diplotene","A221",0.991941391941392,FALSE,"Mov10","Mov10NC"
"NC5","control","NC","36-Pachytene/Diplotene","264",0.992340832934418,FALSE,"Mov10","Mov10NC"
"NC2","control","NC","34-Spermatogonia","264",0.993829699712053,FALSE,"Mov10","Mov10NC"
"NC8","control","NC","34-Spermatogonia","A221",0.99954233409611,FALSE,"Mov10","Mov10NC"
"NC7","control","NC","37-Sperm","385",1.00242571255306,FALSE,"Mov10","Mov10NC"
"NC6","control","NC","34-Spermatogonia","264",1.00579038795599,FALSE,"Mov10","Mov10NC"
"NC6","control","NC","38-Round spermatid","264",1.01100173711639,FALSE,"Mov10","Mov10NC"
"NC6","control","NC","36-Pachytene/Diplotene","385",1.01273885350318,FALSE,"Mov10","Mov10NC"
"NC6","control","NC","35-Crude testis","385",1.01447596988998,FALSE,"Mov10","Mov10NC"
"NC8","control","NC","39-Meiosis II","385",1.01622323166775,FALSE,"Mov10","Mov10NC"
"NC2","control","NC","36-Pachytene/Diplotene","385",1.02262443438914,FALSE,"Mov10","Mov10NC"
"NC6","control","NC","34-Spermatogonia","385",1.02316155182397,FALSE,"Mov10","Mov10NC"
"NC8","control","NC","36-Pachytene/Diplotene","385",1.0259571706684,FALSE,"Mov10","Mov10NC"
"NC7","control","NC","36-Pachytene/Diplotene","385",1.02607640994542,FALSE,"Mov10","Mov10NC"
"NC2","control","NC","37-Sperm","385",1.02673796791444,FALSE,"Mov10","Mov10NC"
"NC4","control","NC","37-Sperm","8",1.02916160388821,FALSE,"Mov10","Mov10NC"
"NC4","control","NC","35-Crude testis","385",1.03046294075318,FALSE,"Mov10","Mov10NC"
"NC1","control","NC","37-Sperm","264",1.03086419753086,FALSE,"Mov10","Mov10NC"
"NC3","control","NC","35-Crude testis","A221",1.03217922606925,FALSE,"Mov10","Mov10NC"
"NC1","control","NC","35-Crude testis","264",1.03281351526966,FALSE,"Mov10","Mov10NC"
"NC7","control","NC","39-Meiosis II","385",1.03517283201941,FALSE,"Mov10","Mov10NC"
"NC4","control","NC","39-Meiosis II","264",1.0362197169585,FALSE,"Mov10","Mov10NC"
"NC1","control","NC","34-Spermatogonia","264",1.03703703703704,FALSE,"Mov10","Mov10NC"
"NC6","control","NC","37-Sperm","385",1.05095541401274,FALSE,"Mov10","Mov10NC"
"NC3","control","NC","38-Round spermatid","264",1.06266416510319,FALSE,"Mov10","Mov10NC"
"NC7","control","NC","38-Round spermatid","385",1.07701637355973,FALSE,"Mov10","Mov10NC"
"NC3","control","NC","36-Pachytene/Diplotene","385",1.07729831144465,FALSE,"Mov10","Mov10NC"
"NC3","control","NC","37-Sperm","385",1.08630393996248,FALSE,"Mov10","Mov10NC"
"NC2","control","NC","37-Sperm","8",1.09110320284698,FALSE,"Mov10","Mov10NC"
"NC3","control","NC","37-Sperm","8",1.09226060341058,FALSE,"Mov10","Mov10NC"
"NC7","control","NC","35-Crude testis","385",1.0933899332929,FALSE,"Mov10","Mov10NC"
"NC3","control","NC","38-Round spermatid","385",1.10093808630394,FALSE,"Mov10","Mov10NC"
"NC3","control","NC","35-Crude testis","264",1.1031894934334,FALSE,"Mov10","Mov10NC"
"NC3","control","NC","39-Meiosis II","264",1.10769230769231,FALSE,"Mov10","Mov10NC"
"NC7","control","NC","35-Crude testis","A221",1.1086323957323,FALSE,"Mov10","Mov10NC"
"NC2","control","NC","35-Crude testis","264",1.11147675853558,FALSE,"Mov10","Mov10NC"
"NC1","control","NC","39-Meiosis II","264",1.1137102014295,FALSE,"Mov10","Mov10NC"
"NC4","control","NC","37-Sperm","385",1.11681458383305,FALSE,"Mov10","Mov10NC"
"NC4","control","NC","38-Round spermatid","264",1.12257136003838,FALSE,"Mov10","Mov10NC"
"NC2","control","NC","35-Crude testis","385",1.12464006581654,FALSE,"Mov10","Mov10NC"
"NC5","control","NC","37-Sperm","A221",1.13052011776251,FALSE,"Mov10","Mov10NC"
"NC3","control","NC","34-Spermatogonia","385",1.13358348968105,FALSE,"Mov10","Mov10NC"
"NC1","control","NC","38-Round spermatid","264",1.1367771280052,FALSE,"Mov10","Mov10NC"
"NC7","control","NC","36-Pachytene/Diplotene","A221",1.14236261358719,FALSE,"Mov10","Mov10NC"
"NC2","control","NC","38-Round spermatid","385",1.14603044014809,FALSE,"Mov10","Mov10NC"
"NC8","control","NC","36-Pachytene/Diplotene","264",1.15444516547696,FALSE,"Mov10","Mov10NC"
"NC5","control","NC","34-Spermatogonia","A221",1.17802197802198,FALSE,"Mov10","Mov10NC"
"NC2","control","NC","38-Round spermatid","264",1.18469765528589,FALSE,"Mov10","Mov10NC"
"NC5","control","NC","39-Meiosis II","A221",1.18698795180723,FALSE,"Mov10","Mov10NC"
"NC2","control","NC","39-Meiosis II","264",1.20608802961744,FALSE,"Mov10","Mov10NC"
"NC3","control","NC","34-Spermatogonia","A221",1.20896130346232,FALSE,"Mov10","Mov10NC"
"NC4","control","NC","35-Crude testis","264",1.21036219716959,FALSE,"Mov10","Mov10NC"
"NC4","control","NC","34-Spermatogonia","264",1.21899736147757,FALSE,"Mov10","Mov10NC"
"NC2","control","NC","39-Meiosis II","385",1.22171945701357,FALSE,"Mov10","Mov10NC"
"NC8","control","NC","34-Spermatogonia","264",1.22647631408177,FALSE,"Mov10","Mov10NC"
"NC5","control","NC","35-Crude testis","A221",1.24014336917563,FALSE,"Mov10","Mov10NC"
"NC4","control","NC","37-Sperm","264",1.26936915327417,FALSE,"Mov10","Mov10NC"
"NC7","control","NC","34-Spermatogonia","385",1.27531837477259,FALSE,"Mov10","Mov10NC"
"NC3","control","NC","35-Crude testis","385",1.2765478424015,FALSE,"Mov10","Mov10NC"
"NC5","control","NC","34-Spermatogonia","385",1.2896122546673,FALSE,"Mov10","Mov10NC"
"NC3","control","NC","36-Pachytene/Diplotene","A221",1.30020366598778,FALSE,"Mov10","Mov10NC"
"NC7","control","NC","37-Sperm","A221",1.30229949523275,FALSE,"Mov10","Mov10NC"
"NC2","control","NC","37-Sperm","264",1.32538050185109,FALSE,"Mov10","Mov10NC"
"NC3","control","NC","39-Meiosis II","385",1.32720450281426,FALSE,"Mov10","Mov10NC"
"NC8","control","NC","37-Sperm","264",1.34523036988968,FALSE,"Mov10","Mov10NC"
"NC8","control","NC","35-Crude testis","264",1.37637897469176,FALSE,"Mov10","Mov10NC"
"NC8","control","NC","38-Round spermatid","264",1.38611291369241,FALSE,"Mov10","Mov10NC"
"NC8","control","NC","37-Sperm","8",1.40301974448316,FALSE,"Mov10","Mov10NC"
"NC6","control","NC","37-Sperm","A221",1.45900321543408,FALSE,"Mov10","Mov10NC"
"NC6","control","NC","39-Meiosis II","264",1.47481181239143,FALSE,"Mov10","Mov10NC"
"NC4","control","NC","36-Pachytene/Diplotene","264",1.58455265051571,FALSE,"Mov10","Mov10NC"
"NC8","control","NC","37-Sperm","A221",1.5969465648855,FALSE,"Mov10","Mov10NC"
"NC8","control","NC","36-Pachytene/Diplotene","A221",1.6091533180778,FALSE,"Mov10","Mov10NC"
"NC7","control","NC","38-Round spermatid","A221",1.61645193260654,FALSE,"Mov10","Mov10NC"
"NC8","control","NC","38-Round spermatid","A221",1.67464114832536,FALSE,"Mov10","Mov10NC"
"NC8","control","NC","35-Crude testis","A221",1.69048843187661,FALSE,"Mov10","Mov10NC"
"NC8","control","NC","39-Meiosis II","264",1.74042829331603,FALSE,"Mov10","Mov10NC"
"NC6","control","NC","34-Spermatogonia","A221",1.80024360535932,FALSE,"Mov10","Mov10NC"
"NC6","control","NC","38-Round spermatid","A221",1.85067319461444,FALSE,"Mov10","Mov10NC"
"NC5","control","NC","38-Round spermatid","A221",2.05804416403785,FALSE,"Mov10","Mov10NC"
"NC6","control","NC","35-Crude testis","A221",2.28378378378378,FALSE,"Mov10","Mov10NC"
"NC8","control","NC","39-Meiosis II","A221",2.51044776119403,FALSE,"Mov10","Mov10NC"
"NC6","control","NC","36-Pachytene/Diplotene","A221",2.53836784409257,FALSE,"Mov10","Mov10NC"
"NC6","control","NC","39-Meiosis II","A221",2.99050203527815,FALSE,"Mov10","Mov10NC"
"Mov10","unknown","Mov10","28-Whole blood","8",0.317880794701987,TRUE,"Mov10","Mov10Mov10"
"Mov10","unknown","Mov10","31-CD4 effector/memory","385",0.318997629529292,TRUE,"Mov10","Mov10Mov10"
"Mov10","unknown","Mov10","30-Treg","385",0.324987481221833,TRUE,"Mov10","Mov10Mov10"
"NC4","control","NC","31-CD4 effector/memory","391",0.343501326259947,TRUE,"Mov10","Mov10NC"
"NC6","control","NC","33-CD8 na<U+00EF>ve","8",0.343521308652604,TRUE,"Mov10","Mov10NC"
"Mov10","unknown","Mov10","33-CD8 na<U+00EF>ve","385",0.369793430409753,TRUE,"Mov10","Mov10Mov10"
"NC4","control","NC","32-CD4 na<U+00EF>ve","391",0.381962864721485,TRUE,"Mov10","Mov10NC"
"NC6","control","NC","31-CD4 effector/memory","385",0.383902721482339,TRUE,"Mov10","Mov10NC"
"Mov10","unknown","Mov10","32-CD4 na<U+00EF>ve","385",0.396207246867592,TRUE,"Mov10","Mov10Mov10"
"NC3","control","NC","27-Spleen","391",0.396818752616157,TRUE,"Mov10","Mov10NC"
"NC3","control","NC","31-CD4 effector/memory","391",0.41153483358038,TRUE,"Mov10","Mov10NC"
"NC6","control","NC","25-CD8 central memory","8",0.416696653472472,TRUE,"Mov10","Mov10NC"
"NC6","control","NC","25-CD8 central memory","385",0.418939166916392,TRUE,"Mov10","Mov10NC"
"Mov10","unknown","Mov10","21-Large intestine(crude)","391",0.42,TRUE,"Mov10","Mov10Mov10"
"NC4","control","NC","33-CD8 na<U+00EF>ve","391",0.421320514633112,TRUE,"Mov10","Mov10NC"
"NC6","control","NC","31-CD4 effector/memory","8",0.425459205467749,TRUE,"Mov10","Mov10NC"
"NC4","control","NC","30-Treg","391",0.451221488832205,TRUE,"Mov10","Mov10NC"
"NC3","control","NC","33-CD8 na<U+00EF>ve","8",0.45335085413929,TRUE,"Mov10","Mov10NC"
"Mov10","unknown","Mov10","09-Tongue","385",0.457162207924145,TRUE,"Mov10","Mov10Mov10"
