"Name","type","organ","median_FC","mouse_index"
"58-Rhoa","unknown","36-Pachytene/Diplotene",0.00751252086811352,"264"
"39-Tax1bp1","unknown","36-Pachytene/Diplotene",0.501466275659824,"264"
"19-Upf3a","unknown","36-Pachytene/Diplotene",0.66875,"264"
"91-Zpr1","unknown","36-Pachytene/Diplotene",0.0716612377850163,"264"
"05-NC8","control","36-Pachytene/Diplotene",1.15444516547696,"264"
"30-Ccm2","unknown","36-Pachytene/Diplotene",0.53273714468221,"264"
"83-Dkc1","unknown","36-Pachytene/Diplotene",0.0062111801242236,"264"
"71-Ndufa13","unknown","36-Pachytene/Diplotene",0.00627615062761506,"264"
"57-Impdh2","unknown","36-Pachytene/Diplotene",0.23712067748765,"264"
"98-Mcm3ap","unknown","36-Pachytene/Diplotene",0.00498338870431894,"264"
"12-Pdha1","unknown","36-Pachytene/Diplotene",0.0808797445902802,"264"
"13-Prkacb","unknown","36-Pachytene/Diplotene",0.290578887627696,"264"
"73-Rnaseh1","unknown","36-Pachytene/Diplotene",0.0479833101529903,"264"
