Name,type,organ,mouse_index,median_FC
Elp3,unknown,02-Cerebellum central part,I53,0.987667946
Tprkb,unknown,02-Cerebellum central part,I53,1.196430958
Trmt112,unknown,02-Cerebellum central part,I53,0.988200999
Ythdc1-1,unknown,02-Cerebellum central part,I53,0.994461594
Tgs1,unknown,02-Cerebellum central part,I53,0.444718007
Mettl3-1,unknown,02-Cerebellum central part,I53,1.369357275
Alkbh3-2,unknown,02-Cerebellum central part,I53,1.207399736
NC5,control,02-Cerebellum central part,I53,1.202803384
Ythdf1-2,unknown,02-Cerebellum central part,I53,1.285189504
Mettl1,unknown,02-Cerebellum central part,I53,1.053299811
Fto-1,unknown,02-Cerebellum central part,I53,0.633099326
Nfs1,unknown,02-Cerebellum central part,I53,0.16480611
Gon7-1,unknown,02-Cerebellum central part,I53,0.197205462
Cmtr1,unknown,02-Cerebellum central part,I53,1.05715812
Bcdin3d,unknown,02-Cerebellum central part,I53,0.948236601
Txn1,unknown,02-Cerebellum central part,I53,0.876224897
NC6,control,02-Cerebellum central part,I53,0.924395761
Mepce,unknown,02-Cerebellum central part,I53,0.198664169
Mettl2,unknown,02-Cerebellum central part,I53,1.030160796
Iscu,unknown,02-Cerebellum central part,I53,0.274537263
Trmt61b,unknown,02-Cerebellum central part,I53,1.067849687
Alkbh8,unknown,02-Cerebellum central part,I53,0.980990073
Mrm3,unknown,02-Cerebellum central part,I53,0.996799431
Elp1,unknown,02-Cerebellum central part,I53,0.598249973
Bud23,unknown,02-Cerebellum central part,I53,0.254237288
Hsd17b10,unknown,02-Cerebellum central part,I53,0.721251959
NC7,control,02-Cerebellum central part,I53,0.853655069
Adat3,unknown,02-Cerebellum central part,I53,0.911976972
Trdmt1,unknown,02-Cerebellum central part,I53,1.327385038
Gon7-2,unknown,02-Cerebellum central part,I53,1.048755187
Mettl6,unknown,02-Cerebellum central part,I53,0.862661965
Thumpd1,unknown,02-Cerebellum central part,I53,0.909406469
Wdr4,unknown,02-Cerebellum central part,I53,0.328571959
Alkbh5,unknown,02-Cerebellum central part,I53,0.712594187
Trmt61a,unknown,02-Cerebellum central part,I53,0.774105646
Trit1,unknown,02-Cerebellum central part,I53,0.810962901
NC8,control,02-Cerebellum central part,I53,0.687359438
Ythdc1-2,unknown,02-Cerebellum central part,I53,0.721773069
Tfb1m,unknown,02-Cerebellum central part,I53,0.824349518
Trmt6,unknown,02-Cerebellum central part,I53,0.423401689
Trmt10a,unknown,02-Cerebellum central part,I53,0.975108959
Pus3,unknown,02-Cerebellum central part,I53,0.810834781
Urm1,unknown,02-Cerebellum central part,I53,0.981865099
Alkbh3-1,unknown,02-Cerebellum central part,I53,0.910499969
Qtrt2,unknown,02-Cerebellum central part,I53,0.938758107
Mettl16,unknown,02-Cerebellum central part,I53,0.04425479
Snu13,unknown,03-Cerebellum flocculus,I53,1.196006294
Polr2a,positive control,03-Cerebellum flocculus,I53,0.314050295
Trp53rkb,unknown,03-Cerebellum flocculus,I53,0.600241505
Fbl,unknown,03-Cerebellum flocculus,I53,0.921208404
Tyw5,unknown,03-Cerebellum flocculus,I53,0.721648501
Trmu,unknown,03-Cerebellum flocculus,I53,1.291698651
Ftsj1,unknown,03-Cerebellum flocculus,I53,1.106750292
Mrm1,unknown,03-Cerebellum flocculus,I53,0.860348019
NC1,control,03-Cerebellum flocculus,I53,0.853184888
Cmtr2,unknown,03-Cerebellum flocculus,I53,0.978984172
Ythdf1-1,unknown,03-Cerebellum flocculus,I53,1.480129195
Fto-2,unknown,03-Cerebellum flocculus,I53,1.531669373
Lage3,unknown,03-Cerebellum flocculus,I53,0.662963952
Alkbh3-3,unknown,03-Cerebellum flocculus,I53,0.935590444
Adat2,unknown,03-Cerebellum flocculus,I53,1.15540618
Osgep,unknown,03-Cerebellum flocculus,I53,0.154120674
Pus10,unknown,03-Cerebellum flocculus,I53,1.48707381
Nsun2,unknown,03-Cerebellum flocculus,I53,1.140259393
NC2,control,03-Cerebellum flocculus,I53,1.396152719
Rnmt,unknown,03-Cerebellum flocculus,I53,1.396692938
Pus7,unknown,03-Cerebellum flocculus,I53,0.945411097
Mettl3-3,unknown,03-Cerebellum flocculus,I53,1.504685942
Trmt5,unknown,03-Cerebellum flocculus,I53,1.064957161
Mettl14,unknown,03-Cerebellum flocculus,I53,2.064930515
Qtrt1,unknown,03-Cerebellum flocculus,I53,1.040413806
Trmo,unknown,03-Cerebellum flocculus,I53,1.667584163
Mrm2,unknown,03-Cerebellum flocculus,I53,1.025246305
Dimt1,unknown,03-Cerebellum flocculus,I53,1.252828237
NC3,control,03-Cerebellum flocculus,I53,0.984451718
Nsun4,unknown,03-Cerebellum flocculus,I53,1.136247661
Dcps,unknown,03-Cerebellum flocculus,I53,1.384578885
Ctu1,unknown,03-Cerebellum flocculus,I53,1.098747377
Trmt10c,unknown,03-Cerebellum flocculus,I53,0.566037736
Mettl3-2,unknown,03-Cerebellum flocculus,I53,1.21737332
Adat1,unknown,03-Cerebellum flocculus,I53,0.915771622
Trp53rka,unknown,03-Cerebellum flocculus,I53,0.557969813
Thg1l,unknown,03-Cerebellum flocculus,I53,0.084624805
Cdkal1,unknown,03-Cerebellum flocculus,I53,0.962164728
NC4,control,03-Cerebellum flocculus,I53,1.049451686
Trmt10b,unknown,03-Cerebellum flocculus,I53,0.986921065
Rpusd4,unknown,03-Cerebellum flocculus,I53,0.969927881
Elp3,unknown,03-Cerebellum flocculus,I53,0.931163462
Tprkb,unknown,03-Cerebellum flocculus,I53,1.33152292
Trmt112,unknown,03-Cerebellum flocculus,I53,0.992779229
Ythdc1-1,unknown,03-Cerebellum flocculus,I53,0.892540817
Tgs1,unknown,03-Cerebellum flocculus,I53,0.497391304
Mettl3-1,unknown,03-Cerebellum flocculus,I53,1.204267615
Alkbh3-2,unknown,03-Cerebellum flocculus,I53,0.892384364
NC5,control,03-Cerebellum flocculus,I53,1.090909091
Ythdf1-2,unknown,03-Cerebellum flocculus,I53,1.596890738
Mettl1,unknown,03-Cerebellum flocculus,I53,1.735739232
Fto-1,unknown,03-Cerebellum flocculus,I53,0.522790055
Nfs1,unknown,03-Cerebellum flocculus,I53,0.224160207
Gon7-1,unknown,03-Cerebellum flocculus,I53,0.088174469
Cmtr1,unknown,03-Cerebellum flocculus,I53,0.926680914
Bcdin3d,unknown,03-Cerebellum flocculus,I53,0.650281618
Txn1,unknown,03-Cerebellum flocculus,I53,1.114690239
NC6,control,03-Cerebellum flocculus,I53,0.982923833
Mepce,unknown,03-Cerebellum flocculus,I53,0.226931855
Mettl2,unknown,03-Cerebellum flocculus,I53,1.0036803
Iscu,unknown,03-Cerebellum flocculus,I53,0.310674157
Trmt61b,unknown,03-Cerebellum flocculus,I53,1.378272645
Alkbh8,unknown,03-Cerebellum flocculus,I53,0.825900731
Mrm3,unknown,03-Cerebellum flocculus,I53,0.998465669
Elp1,unknown,03-Cerebellum flocculus,I53,0.630786187
Bud23,unknown,03-Cerebellum flocculus,I53,0.288570558
Hsd17b10,unknown,03-Cerebellum flocculus,I53,0.569821021
NC7,control,03-Cerebellum flocculus,I53,0.958047781
Adat3,unknown,03-Cerebellum flocculus,I53,0.790318471
Trdmt1,unknown,03-Cerebellum flocculus,I53,2.201525054
Gon7-2,unknown,03-Cerebellum flocculus,I53,1.178139981
Mettl6,unknown,03-Cerebellum flocculus,I53,0.57854291
Thumpd1,unknown,03-Cerebellum flocculus,I53,0.89174379
Wdr4,unknown,03-Cerebellum flocculus,I53,0.279766861
Alkbh5,unknown,03-Cerebellum flocculus,I53,0.609483042
Trmt61a,unknown,03-Cerebellum flocculus,I53,0.716221052
Trit1,unknown,03-Cerebellum flocculus,I53,0.781890389
NC8,control,03-Cerebellum flocculus,I53,0.74488978
Ythdc1-2,unknown,03-Cerebellum flocculus,I53,0.639402473
Tfb1m,unknown,03-Cerebellum flocculus,I53,0.838485804
Trmt6,unknown,03-Cerebellum flocculus,I53,0.362612036
Trmt10a,unknown,03-Cerebellum flocculus,I53,0.854408196
Pus3,unknown,03-Cerebellum flocculus,I53,0.895861812
Urm1,unknown,03-Cerebellum flocculus,I53,0.988914199
Alkbh3-1,unknown,03-Cerebellum flocculus,I53,0.526929122
Qtrt2,unknown,03-Cerebellum flocculus,I53,0.643938076
Mettl16,unknown,03-Cerebellum flocculus,I53,0.080793763
Snu13,unknown,09-Optic nerve,I53,0.756656211
Polr2a,positive control,09-Optic nerve,I53,0.392347468
Trp53rkb,unknown,09-Optic nerve,I53,0.944797243
Fbl,unknown,09-Optic nerve,I53,0.502034337
Tyw5,unknown,09-Optic nerve,I53,0.761515539
Trmu,unknown,09-Optic nerve,I53,1.01169148
Ftsj1,unknown,09-Optic nerve,I53,1.281188052
Mrm1,unknown,09-Optic nerve,I53,0.895005945
NC1,control,09-Optic nerve,I53,1.056168647
Cmtr2,unknown,09-Optic nerve,I53,0.755765949
Ythdf1-1,unknown,09-Optic nerve,I53,1.007709189
Fto-2,unknown,09-Optic nerve,I53,0.926136364
Lage3,unknown,09-Optic nerve,I53,0.726268288
Alkbh3-3,unknown,09-Optic nerve,I53,1.092113983
Adat2,unknown,09-Optic nerve,I53,0.767769784
Osgep,unknown,09-Optic nerve,I53,0.229032164
Pus10,unknown,09-Optic nerve,I53,1.097559086
Nsun2,unknown,09-Optic nerve,I53,0.917273659
NC2,control,09-Optic nerve,I53,1.296478516
Rnmt,unknown,09-Optic nerve,I53,0.969110532
Pus7,unknown,09-Optic nerve,I53,0.902269381
Mettl3-3,unknown,09-Optic nerve,I53,0.91443482
Trmt5,unknown,09-Optic nerve,I53,0.892016714
Mettl14,unknown,09-Optic nerve,I53,1.248765989
Qtrt1,unknown,09-Optic nerve,I53,1.081354859
Trmo,unknown,09-Optic nerve,I53,1.02812489
Mrm2,unknown,09-Optic nerve,I53,0.832593788
Dimt1,unknown,09-Optic nerve,I53,0.916579901
NC3,control,09-Optic nerve,I53,1.06784713
Nsun4,unknown,09-Optic nerve,I53,0.867479355
Dcps,unknown,09-Optic nerve,I53,0.763528824
Ctu1,unknown,09-Optic nerve,I53,0.859712533
Trmt10c,unknown,09-Optic nerve,I53,0.883938264
Mettl3-2,unknown,09-Optic nerve,I53,0.897948652
Adat1,unknown,09-Optic nerve,I53,0.872145275
Trp53rka,unknown,09-Optic nerve,I53,0.755439011
Thg1l,unknown,09-Optic nerve,I53,0.354579228
Cdkal1,unknown,09-Optic nerve,I53,1.000758661
NC4,control,09-Optic nerve,I53,1.13986586
Trmt10b,unknown,09-Optic nerve,I53,1.03894764
Rpusd4,unknown,09-Optic nerve,I53,1.057275643
Elp3,unknown,09-Optic nerve,I53,1.142019066
Tprkb,unknown,09-Optic nerve,I53,0.701671891
Trmt112,unknown,09-Optic nerve,I53,0.664322001
Ythdc1-1,unknown,09-Optic nerve,I53,0.568551332
Tgs1,unknown,09-Optic nerve,I53,0.333333333
Mettl3-1,unknown,09-Optic nerve,I53,0.977169503
Alkbh3-2,unknown,09-Optic nerve,I53,0.861786002
NC5,control,09-Optic nerve,I53,1.047681368
Ythdf1-2,unknown,09-Optic nerve,I53,1.287159348
Mettl1,unknown,09-Optic nerve,I53,0.631602658
Fto-1,unknown,09-Optic nerve,I53,0.395851658
Nfs1,unknown,09-Optic nerve,I53,0.439509794
Gon7-1,unknown,09-Optic nerve,I53,0.534139062
Cmtr1,unknown,09-Optic nerve,I53,0.454094293
Bcdin3d,unknown,09-Optic nerve,I53,0.664807355
Txn1,unknown,09-Optic nerve,I53,0.626168224
NC6,control,09-Optic nerve,I53,0.847261142
Mepce,unknown,09-Optic nerve,I53,0.176783731
Mettl2,unknown,09-Optic nerve,I53,0.762340702
Iscu,unknown,09-Optic nerve,I53,0.359577972
Trmt61b,unknown,09-Optic nerve,I53,0.776418132
Alkbh8,unknown,09-Optic nerve,I53,0.614391865
Mrm3,unknown,09-Optic nerve,I53,0.488853777
Elp1,unknown,09-Optic nerve,I53,0.72615762
Bud23,unknown,09-Optic nerve,I53,0.467334732
Hsd17b10,unknown,09-Optic nerve,I53,0.64921466
NC7,control,09-Optic nerve,I53,0.706315349
Adat3,unknown,09-Optic nerve,I53,0.462748727
Trdmt1,unknown,09-Optic nerve,I53,0.778087406
Gon7-2,unknown,09-Optic nerve,I53,0.742625288
Mettl6,unknown,09-Optic nerve,I53,0.464915782
Thumpd1,unknown,09-Optic nerve,I53,0.496993337
Wdr4,unknown,09-Optic nerve,I53,0.407380745
Alkbh5,unknown,09-Optic nerve,I53,0.380858272
Trmt61a,unknown,09-Optic nerve,I53,0.381609195
Trit1,unknown,09-Optic nerve,I53,0.460975204
NC8,control,09-Optic nerve,I53,0.542582418
Ythdc1-2,unknown,09-Optic nerve,I53,0.34123948
Tfb1m,unknown,09-Optic nerve,I53,0.555555556
Trmt6,unknown,09-Optic nerve,I53,0.297370096
Trmt10a,unknown,09-Optic nerve,I53,0.58167654
Pus3,unknown,09-Optic nerve,I53,0.750158395
Urm1,unknown,09-Optic nerve,I53,0.46751507
Alkbh3-1,unknown,09-Optic nerve,I53,0.563984674
Qtrt2,unknown,09-Optic nerve,I53,0.476342141
Mettl16,unknown,09-Optic nerve,I53,0.237256555
Snu13,unknown,05-Cerebral cortex,I238,0.461692606
Polr2a,positive control,05-Cerebral cortex,I238,0.219164268
Trp53rkb,unknown,05-Cerebral cortex,I238,0.806316512
Fbl,unknown,05-Cerebral cortex,I238,0.538477683
Tyw5,unknown,05-Cerebral cortex,I238,0.901925676
Trmu,unknown,05-Cerebral cortex,I238,0.712423124
Ftsj1,unknown,05-Cerebral cortex,I238,0.854256513
Mrm1,unknown,05-Cerebral cortex,I238,0.767790359
NC1,control,05-Cerebral cortex,I238,0.8097951
Cmtr2,unknown,05-Cerebral cortex,I238,0.770708155
Ythdf1-1,unknown,05-Cerebral cortex,I238,0.771402304
Fto-2,unknown,05-Cerebral cortex,I238,0.649519557
Lage3,unknown,05-Cerebral cortex,I238,0.670059325
Alkbh3-3,unknown,05-Cerebral cortex,I238,0.724487217
Adat2,unknown,05-Cerebral cortex,I238,0.843301435
Osgep,unknown,05-Cerebral cortex,I238,0.157663437
Pus10,unknown,05-Cerebral cortex,I238,0.54015887
Nsun2,unknown,05-Cerebral cortex,I238,0.747426218
NC2,control,05-Cerebral cortex,I238,0.990778656
Rnmt,unknown,05-Cerebral cortex,I238,0.827802772
Pus7,unknown,05-Cerebral cortex,I238,0.872868134
Mettl3-3,unknown,05-Cerebral cortex,I238,0.790420121
Trmt5,unknown,05-Cerebral cortex,I238,0.346270514
Mettl14,unknown,05-Cerebral cortex,I238,0.511419826
Qtrt1,unknown,05-Cerebral cortex,I238,0.689730917
Trmo,unknown,05-Cerebral cortex,I238,0.783884759
Mrm2,unknown,05-Cerebral cortex,I238,0.759196029
Dimt1,unknown,05-Cerebral cortex,I238,0.582077601
NC3,control,05-Cerebral cortex,I238,1.048457592
Nsun4,unknown,05-Cerebral cortex,I238,0.712462271
Dcps,unknown,05-Cerebral cortex,I238,0.933287851
Ctu1,unknown,05-Cerebral cortex,I238,0.882009552
Trmt10c,unknown,05-Cerebral cortex,I238,0.769421781
Mettl3-2,unknown,05-Cerebral cortex,I238,0.657230769
Adat1,unknown,05-Cerebral cortex,I238,0.572015287
Trp53rka,unknown,05-Cerebral cortex,I238,0.647151707
Thg1l,unknown,05-Cerebral cortex,I238,0.214028383
Cdkal1,unknown,05-Cerebral cortex,I238,0.744648529
NC4,control,05-Cerebral cortex,I238,0.666265673
Trmt10b,unknown,05-Cerebral cortex,I238,0.885243316
Rpusd4,unknown,05-Cerebral cortex,I238,0.593814433
Elp3,unknown,05-Cerebral cortex,I238,0.533600802
Tprkb,unknown,05-Cerebral cortex,I238,0.400218528
Trmt112,unknown,05-Cerebral cortex,I238,0.928675585
Ythdc1-1,unknown,05-Cerebral cortex,I238,0.546324066
Tgs1,unknown,05-Cerebral cortex,I238,0.228174247
Mettl3-1,unknown,05-Cerebral cortex,I238,0.88338282
Alkbh3-2,unknown,05-Cerebral cortex,I238,0.944761905
NC5,control,05-Cerebral cortex,I238,1.150441715
Ythdf1-2,unknown,05-Cerebral cortex,I238,1.00566822
Mettl1,unknown,05-Cerebral cortex,I238,0.514346789
Fto-1,unknown,05-Cerebral cortex,I238,0.385893177
Nfs1,unknown,05-Cerebral cortex,I238,0.163827071
Gon7-1,unknown,05-Cerebral cortex,I238,0.246736717
Cmtr1,unknown,05-Cerebral cortex,I238,0.544427798
Bcdin3d,unknown,05-Cerebral cortex,I238,0.811227354
Txn1,unknown,05-Cerebral cortex,I238,0.734950917
NC6,control,05-Cerebral cortex,I238,0.889200438
Mepce,unknown,05-Cerebral cortex,I238,0.256570832
Mettl2,unknown,05-Cerebral cortex,I238,0.887992741
Iscu,unknown,05-Cerebral cortex,I238,0.126071609
Trmt61b,unknown,05-Cerebral cortex,I238,0.853803411
Alkbh8,unknown,05-Cerebral cortex,I238,0.654444304
Mrm3,unknown,05-Cerebral cortex,I238,1.044205612
Elp1,unknown,05-Cerebral cortex,I238,0.572854469
Bud23,unknown,05-Cerebral cortex,I238,0.560181556
Hsd17b10,unknown,05-Cerebral cortex,I238,0.409173448
NC7,control,05-Cerebral cortex,I238,1.053605442
Adat3,unknown,05-Cerebral cortex,I238,0.712621359
Trdmt1,unknown,05-Cerebral cortex,I238,0.688172043
Gon7-2,unknown,05-Cerebral cortex,I238,0.619083396
Mettl6,unknown,05-Cerebral cortex,I238,0.453778265
Thumpd1,unknown,05-Cerebral cortex,I238,0.523867949
Wdr4,unknown,05-Cerebral cortex,I238,0.398436593
Alkbh5,unknown,05-Cerebral cortex,I238,1.155334689
Trmt61a,unknown,05-Cerebral cortex,I238,0.503226722
Trit1,unknown,05-Cerebral cortex,I238,0.686658233
NC8,control,05-Cerebral cortex,I238,0.825069295
Ythdc1-2,unknown,05-Cerebral cortex,I238,0.388691796
Tfb1m,unknown,05-Cerebral cortex,I238,0.953269174
Trmt6,unknown,05-Cerebral cortex,I238,0.460096931
Trmt10a,unknown,05-Cerebral cortex,I238,1.427770561
Pus3,unknown,05-Cerebral cortex,I238,0.536589065
Urm1,unknown,05-Cerebral cortex,I238,0.619813278
Alkbh3-1,unknown,05-Cerebral cortex,I238,0.840794403
Qtrt2,unknown,05-Cerebral cortex,I238,0.984592837
Mettl16,unknown,05-Cerebral cortex,I238,0.154822534
Snu13,unknown,02-Cerebellum central part,I238,1.904869963
Polr2a,positive control,02-Cerebellum central part,I238,0.741126768
Trp53rkb,unknown,02-Cerebellum central part,I238,0.790641575
Fbl,unknown,02-Cerebellum central part,I238,0.993896098
Tyw5,unknown,02-Cerebellum central part,I238,0.98069062
Trmu,unknown,02-Cerebellum central part,I238,1.742488178
Ftsj1,unknown,02-Cerebellum central part,I238,1.320806936
Mrm1,unknown,02-Cerebellum central part,I238,1.075389255
NC1,control,02-Cerebellum central part,I238,0.969717813
Cmtr2,unknown,02-Cerebellum central part,I238,1.167254349
Ythdf1-1,unknown,02-Cerebellum central part,I238,1.462435632
Fto-2,unknown,02-Cerebellum central part,I238,1.512653061
Lage3,unknown,02-Cerebellum central part,I238,0.725598978
Alkbh3-3,unknown,02-Cerebellum central part,I238,0.860661488
Adat2,unknown,02-Cerebellum central part,I238,1.370464875
Osgep,unknown,02-Cerebellum central part,I238,0.315108808
Pus10,unknown,02-Cerebellum central part,I238,1.153997262
Nsun2,unknown,02-Cerebellum central part,I238,1.045951463
NC2,control,02-Cerebellum central part,I238,1.541786153
Rnmt,unknown,02-Cerebellum central part,I238,1.371133483
Pus7,unknown,02-Cerebellum central part,I238,0.918840789
Mettl3-3,unknown,02-Cerebellum central part,I238,1.317826349
Trmt5,unknown,02-Cerebellum central part,I238,0.760745531
Mettl14,unknown,02-Cerebellum central part,I238,1.41864175
Qtrt1,unknown,02-Cerebellum central part,I238,0.921596267
Trmo,unknown,02-Cerebellum central part,I238,1.224634526
Mrm2,unknown,02-Cerebellum central part,I238,0.873139487
Dimt1,unknown,02-Cerebellum central part,I238,0.992405715
NC3,control,02-Cerebellum central part,I238,0.929264586
Nsun4,unknown,02-Cerebellum central part,I238,1.057928678
Dcps,unknown,02-Cerebellum central part,I238,1.138070913
Ctu1,unknown,02-Cerebellum central part,I238,1.000205381
Trmt10c,unknown,02-Cerebellum central part,I238,0.740589198
Mettl3-2,unknown,02-Cerebellum central part,I238,1.051464064
Adat1,unknown,02-Cerebellum central part,I238,0.724307052
Trp53rka,unknown,02-Cerebellum central part,I238,0.530157511
Thg1l,unknown,02-Cerebellum central part,I238,0.109845314
Cdkal1,unknown,02-Cerebellum central part,I238,0.744303115
NC4,control,02-Cerebellum central part,I238,0.770275275
Trmt10b,unknown,02-Cerebellum central part,I238,0.822301064
Rpusd4,unknown,02-Cerebellum central part,I238,1.064154329
Elp3,unknown,02-Cerebellum central part,I238,0.670157713
Tprkb,unknown,02-Cerebellum central part,I238,1.38132175
Trmt112,unknown,02-Cerebellum central part,I238,1.030281628
Ythdc1-1,unknown,02-Cerebellum central part,I238,0.641346302
Tgs1,unknown,02-Cerebellum central part,I238,0.472761546
Mettl3-1,unknown,02-Cerebellum central part,I238,1.059439796
Alkbh3-2,unknown,02-Cerebellum central part,I238,0.790040533
NC5,control,02-Cerebellum central part,I238,0.936925099
Ythdf1-2,unknown,02-Cerebellum central part,I238,1.138971023
Mettl1,unknown,02-Cerebellum central part,I238,1.202996475
Fto-1,unknown,02-Cerebellum central part,I238,0.418472544
Nfs1,unknown,02-Cerebellum central part,I238,0.229889793
Gon7-1,unknown,02-Cerebellum central part,I238,0.107253485
Cmtr1,unknown,02-Cerebellum central part,I238,0.701470924
Bcdin3d,unknown,02-Cerebellum central part,I238,0.573592834
Txn1,unknown,02-Cerebellum central part,I238,0.979672131
NC6,control,02-Cerebellum central part,I238,0.895238095
Mepce,unknown,02-Cerebellum central part,I238,0.206120612
Mettl2,unknown,02-Cerebellum central part,I238,0.941534251
Iscu,unknown,02-Cerebellum central part,I238,0.205183164
Trmt61b,unknown,02-Cerebellum central part,I238,1.195341234
Alkbh8,unknown,02-Cerebellum central part,I238,0.715978334
Mrm3,unknown,02-Cerebellum central part,I238,0.991610421
Elp1,unknown,02-Cerebellum central part,I238,0.590333512
Bud23,unknown,02-Cerebellum central part,I238,0.218610838
Hsd17b10,unknown,02-Cerebellum central part,I238,0.52726477
NC7,control,02-Cerebellum central part,I238,1.089714691
Adat3,unknown,02-Cerebellum central part,I238,0.95075926
Trdmt1,unknown,02-Cerebellum central part,I238,1.460337096
Gon7-2,unknown,02-Cerebellum central part,I238,1.029986523
Mettl6,unknown,02-Cerebellum central part,I238,0.623424759
Thumpd1,unknown,02-Cerebellum central part,I238,1.192585342
Wdr4,unknown,02-Cerebellum central part,I238,0.427420901
Alkbh5,unknown,02-Cerebellum central part,I238,0.817179605
Trmt61a,unknown,02-Cerebellum central part,I238,0.746681265
Trit1,unknown,02-Cerebellum central part,I238,0.827142857
NC8,control,02-Cerebellum central part,I238,0.820218971
Ythdc1-2,unknown,02-Cerebellum central part,I238,0.515489023
Tfb1m,unknown,02-Cerebellum central part,I238,0.94140527
Trmt6,unknown,02-Cerebellum central part,I238,0.406809381
Trmt10a,unknown,02-Cerebellum central part,I238,0.905337401
Pus3,unknown,02-Cerebellum central part,I238,0.729112116
Urm1,unknown,02-Cerebellum central part,I238,0.810930781
Alkbh3-1,unknown,02-Cerebellum central part,I238,0.645400435
Qtrt2,unknown,02-Cerebellum central part,I238,0.675793634
Mettl16,unknown,02-Cerebellum central part,I238,0.084122774
Snu13,unknown,03-Cerebellum flocculus,I238,1.559455177
Polr2a,positive control,03-Cerebellum flocculus,I238,0.562252318
Trp53rkb,unknown,03-Cerebellum flocculus,I238,0.829883357
Fbl,unknown,03-Cerebellum flocculus,I238,0.790198558
Tyw5,unknown,03-Cerebellum flocculus,I238,0.874934369
Trmu,unknown,03-Cerebellum flocculus,I238,1.353482633
Ftsj1,unknown,03-Cerebellum flocculus,I238,1.27423889
Mrm1,unknown,03-Cerebellum flocculus,I238,0.91920708
NC1,control,03-Cerebellum flocculus,I238,0.942634269
Cmtr2,unknown,03-Cerebellum flocculus,I238,1.118424631
Ythdf1-1,unknown,03-Cerebellum flocculus,I238,1.351691812
Fto-2,unknown,03-Cerebellum flocculus,I238,1.218225263
Lage3,unknown,03-Cerebellum flocculus,I238,0.704197864
Alkbh3-3,unknown,03-Cerebellum flocculus,I238,0.941492973
Adat2,unknown,03-Cerebellum flocculus,I238,1.124688279
Osgep,unknown,03-Cerebellum flocculus,I238,0.228094282
Pus10,unknown,03-Cerebellum flocculus,I238,1.098785047
Nsun2,unknown,03-Cerebellum flocculus,I238,0.971810145
NC2,control,03-Cerebellum flocculus,I238,1.19973822
Rnmt,unknown,03-Cerebellum flocculus,I238,1.186251469
Pus7,unknown,03-Cerebellum flocculus,I238,0.824914139
Mettl3-3,unknown,03-Cerebellum flocculus,I238,1.204360273
Trmt5,unknown,03-Cerebellum flocculus,I238,0.680714485
Mettl14,unknown,03-Cerebellum flocculus,I238,1.06952934
Qtrt1,unknown,03-Cerebellum flocculus,I238,0.937223235
Trmo,unknown,03-Cerebellum flocculus,I238,1.027614305
Mrm2,unknown,03-Cerebellum flocculus,I238,0.872110248
Dimt1,unknown,03-Cerebellum flocculus,I238,0.798869219
NC3,control,03-Cerebellum flocculus,I238,0.920331474
Nsun4,unknown,03-Cerebellum flocculus,I238,0.874369067
Dcps,unknown,03-Cerebellum flocculus,I238,1.009275209
Ctu1,unknown,03-Cerebellum flocculus,I238,0.848506028
Trmt10c,unknown,03-Cerebellum flocculus,I238,0.595974589
Mettl3-2,unknown,03-Cerebellum flocculus,I238,0.832910965
Adat1,unknown,03-Cerebellum flocculus,I238,0.601626016
Trp53rka,unknown,03-Cerebellum flocculus,I238,0.522165761
Thg1l,unknown,03-Cerebellum flocculus,I238,0.089478045
Cdkal1,unknown,03-Cerebellum flocculus,I238,0.797221016
NC4,control,03-Cerebellum flocculus,I238,0.768719945
Trmt10b,unknown,03-Cerebellum flocculus,I238,0.832718327
Rpusd4,unknown,03-Cerebellum flocculus,I238,0.893642305
Elp3,unknown,03-Cerebellum flocculus,I238,0.682996642
Tprkb,unknown,03-Cerebellum flocculus,I238,1.085367131
Trmt112,unknown,03-Cerebellum flocculus,I238,1.002752864
Ythdc1-1,unknown,03-Cerebellum flocculus,I238,0.628165349
Tgs1,unknown,03-Cerebellum flocculus,I238,0.353692858
Mettl3-1,unknown,03-Cerebellum flocculus,I238,0.917769062
Alkbh3-2,unknown,03-Cerebellum flocculus,I238,0.885441097
NC5,control,03-Cerebellum flocculus,I238,0.913644214
Ythdf1-2,unknown,03-Cerebellum flocculus,I238,1.038683265
Mettl1,unknown,03-Cerebellum flocculus,I238,1.013092269
Fto-1,unknown,03-Cerebellum flocculus,I238,0.360265029
Nfs1,unknown,03-Cerebellum flocculus,I238,0.15950129
Gon7-1,unknown,03-Cerebellum flocculus,I238,0.084230526
Cmtr1,unknown,03-Cerebellum flocculus,I238,0.758404111
Bcdin3d,unknown,03-Cerebellum flocculus,I238,0.700158378
Txn1,unknown,03-Cerebellum flocculus,I238,0.867532148
NC6,control,03-Cerebellum flocculus,I238,0.852138073
Mepce,unknown,03-Cerebellum flocculus,I238,0.157885029
Mettl2,unknown,03-Cerebellum flocculus,I238,0.831741851
Iscu,unknown,03-Cerebellum flocculus,I238,0.202981386
Trmt61b,unknown,03-Cerebellum flocculus,I238,1.177819248
Alkbh8,unknown,03-Cerebellum flocculus,I238,0.743688557
Mrm3,unknown,03-Cerebellum flocculus,I238,1.144708138
Elp1,unknown,03-Cerebellum flocculus,I238,0.58318129
Bud23,unknown,03-Cerebellum flocculus,I238,0.193907374
Hsd17b10,unknown,03-Cerebellum flocculus,I238,0.533855492
