"Name","serial_number","order","gene","median_FC","median_reads","organ","sample","mouse_index"
"Polr2a-9","i",53,"Polr2a",0.75593220338983,223,"Cerebrum","A310-Cerebrum","A310"
"Pten-9","i",54,"Pten",2.23659305993691,709,"Cerebrum","A310-Cerebrum","A310"
"Cd45-9","i",55,"Cd45",1.24504249291785,293,"Cerebrum","A310-Cerebrum","A310"
"Trp53-10","j",56,"Trp53",2.12449799196787,529,"Cerebrum","A310-Cerebrum","A310"
"Cd19-10","j",57,"Cd19",1.31749049429658,462,"Cerebrum","A310-Cerebrum","A310"
"Kpnb1-10","j",58,"Kpnb1",0.384615384615385,120,"Cerebrum","A310-Cerebrum","A310"
"Polr2a-10","j",59,"Polr2a",1.09925925925926,371,"Cerebrum","A310-Cerebrum","A310"
"Pten-10","j",60,"Pten",4.33333333333333,1118,"Cerebrum","A310-Cerebrum","A310"
"Cd45-10","j",61,"Cd45",2.10920436817473,676,"Cerebrum","A310-Cerebrum","A310"
"Trp53-1","a",2,"Trp53",0.984681615849199,7853,"Kidney","A310-Kidney","A310"
"Cd19-1","a",3,"Cd19",0.808438971893388,38562,"Kidney","A310-Kidney","A310"
"Kpnb1-1","a",4,"Kpnb1",0.304527852568572,9463,"Kidney","A310-Kidney","A310"
"Polr2a-1","a",5,"Polr2a",0.450682379200439,7942,"Kidney","A310-Kidney","A310"
"Pten-1","a",6,"Pten",2.06665560716656,20763,"Kidney","A310-Kidney","A310"
"Cd45-1","a",7,"Cd45",0.914131442156586,7562,"Kidney","A310-Kidney","A310"
"Trp53-2","b",8,"Trp53",1.12288327447252,6200,"Kidney","A310-Kidney","A310"
"Cd19-2","b",9,"Cd19",1.04907177486106,4436,"Kidney","A310-Kidney","A310"
"Kpnb1-2","b",10,"Kpnb1",0.475852317360566,2524,"Kidney","A310-Kidney","A310"
"Polr2a-2","b",11,"Polr2a",0.360711483128433,1379,"Kidney","A310-Kidney","A310"
"Pten-2","b",12,"Pten",2.66324753241726,9174,"Kidney","A310-Kidney","A310"
"Cd45-2","b",13,"Cd45",1.01707941929974,3176,"Kidney","A310-Kidney","A310"
"Trp53-3","c",14,"Trp53",1.35206834532374,3007,"Kidney","A310-Kidney","A310"
"Cd19-3","c",15,"Cd19",0.767263427109974,2050,"Kidney","A310-Kidney","A310"
"Kpnb1-3","c",16,"Kpnb1",0.304527852568572,9463,"Kidney","A310-Kidney","A310"
"Polr2a-3","c",17,"Polr2a",0.626371097645164,1361,"Kidney","A310-Kidney","A310"
"Pten-3","c",18,"Pten",3.06948067346455,6472,"Kidney","A310-Kidney","A310"
"Cd45-3","c",19,"Cd45",1.07242990654206,2142,"Kidney","A310-Kidney","A310"
"Trp53-4","d",20,"Trp53",1.45204350692156,2937,"Kidney","A310-Kidney","A310"
"Cd19-4","d",21,"Cd19",1.29143101056451,2017,"Kidney","A310-Kidney","A310"
"Kpnb1-4","d",22,"Kpnb1",0.308644610458911,482,"Kidney","A310-Kidney","A310"
"Polr2a-4","d",23,"Polr2a",0.275546367395157,311,"Kidney","A310-Kidney","A310"
"Pten-4","d",24,"Pten",2.55353728489484,2671,"Kidney","A310-Kidney","A310"
"Cd45-4","d",25,"Cd45",1.09841706813489,1064,"Kidney","A310-Kidney","A310"
"Trp53-5","e",26,"Trp53",1.23030620256477,1567,"Kidney","A310-Kidney","A310"
"Cd19-5","e",27,"Cd19",1.04827789225787,1187,"Kidney","A310-Kidney","A310"
"Kpnb1-5","e",28,"Kpnb1",0.58968347010551,503,"Kidney","A310-Kidney","A310"
"Polr2a-5","e",29,"Polr2a",0.307530056950011,243,"Kidney","A310-Kidney","A310"
"Pten-5","e",30,"Pten",2.61329715061058,1926,"Kidney","A310-Kidney","A310"
"Cd45-5","e",31,"Cd45",1.22158173852894,883,"Kidney","A310-Kidney","A310"
"Trp53-6","f",32,"Trp53",2.5770435773284,1508,"Kidney","A310-Kidney","A310"
"Cd19-6","f",33,"Cd19",1.07204968944099,863,"Kidney","A310-Kidney","A310"
"Kpnb1-6","f",34,"Kpnb1",0.548571428571429,352,"Kidney","A310-Kidney","A310"
"Polr2a-6","f",35,"Polr2a",0.870799536500579,501,"Kidney","A310-Kidney","A310"
"Pten-6","f",36,"Pten",2.42307692307692,1827,"Kidney","A310-Kidney","A310"
"Cd45-6","f",37,"Cd45",1.16876279613922,666,"Kidney","A310-Kidney","A310"
"Trp53-7","g",38,"Trp53",1.06512605042017,676,"Kidney","A310-Kidney","A310"
"Cd19-7","g",39,"Cd19",1.04685573366215,566,"Kidney","A310-Kidney","A310"
"Kpnb1-7","g",40,"Kpnb1",0.525046382189239,283,"Kidney","A310-Kidney","A310"
"Polr2a-7","g",41,"Polr2a",0.999237223493516,655,"Kidney","A310-Kidney","A310"
"Pten-7","g",42,"Pten",2.59637561779242,1576,"Kidney","A310-Kidney","A310"
"Cd45-7","g",43,"Cd45",1.56709628506444,689,"Kidney","A310-Kidney","A310"
"Trp53-8","h",44,"Trp53",1.14209726443769,501,"Kidney","A310-Kidney","A310"
"Cd19-8","h",45,"Cd19",1.00495540138751,507,"Kidney","A310-Kidney","A310"
"Kpnb1-8","h",46,"Kpnb1",0.384985563041386,200,"Kidney","A310-Kidney","A310"
"Polr2a-8","h",47,"Polr2a",1.03841488071169,428,"Kidney","A310-Kidney","A310"
"Pten-8","h",48,"Pten",2.07933740191805,795,"Kidney","A310-Kidney","A310"
"Cd45-8","h",49,"Cd45",0.991735537190083,340,"Kidney","A310-Kidney","A310"
"Trp53-9","i",50,"Trp53",1.19833948339483,433,"Kidney","A310-Kidney","A310"
"Cd19-9","i",51,"Cd19",0.631869395263279,458,"Kidney","A310-Kidney","A310"
"Kpnb1-9","i",52,"Kpnb1",0.271733472149922,87,"Kidney","A310-Kidney","A310"
"Polr2a-9","i",53,"Polr2a",0.404749055585537,125,"Kidney","A310-Kidney","A310"
"Pten-9","i",54,"Pten",2.65578786333503,868,"Kidney","A310-Kidney","A310"
"Cd45-9","i",55,"Cd45",1.32549019607843,338,"Kidney","A310-Kidney","A310"
"Trp53-10","j",56,"Trp53",1.23350253807107,324,"Kidney","A310-Kidney","A310"
"Cd19-10","j",57,"Cd19",0.864864864864865,320,"Kidney","A310-Kidney","A310"
"Kpnb1-10","j",58,"Kpnb1",0.360116166505324,124,"Kidney","A310-Kidney","A310"
"Polr2a-10","j",59,"Polr2a",0.48228176318064,186,"Kidney","A310-Kidney","A310"
"Pten-10","j",60,"Pten",5.4994246260069,1593,"Kidney","A310-Kidney","A310"
"Cd45-10","j",61,"Cd45",2.13910640257946,774,"Kidney","A310-Kidney","A310"
"Trp53-1","a",2,"Trp53",2.01770059280287,12083,"Liver","A310-Liver","A310"
"Cd19-1","a",3,"Cd19",0.722348591174392,37314,"Liver","A310-Liver","A310"
"Kpnb1-1","a",4,"Kpnb1",0.388952741857144,13480,"Liver","A310-Liver","A310"
"Polr2a-1","a",5,"Polr2a",0.521471284005783,10581,"Liver","A310-Liver","A310"
"Pten-1","a",6,"Pten",3.86676099161612,42816,"Liver","A310-Liver","A310"
"Cd45-1","a",7,"Cd45",1.11016664802595,9926,"Liver","A310-Liver","A310"
"Trp53-2","b",8,"Trp53",0.995520272185994,5852,"Liver","A310-Liver","A310"
"Cd19-2","b",9,"Cd19",0.944132366458993,4622,"Liver","A310-Liver","A310"
"Kpnb1-2","b",10,"Kpnb1",0.411266113367473,2329,"Liver","A310-Liver","A310"
"Polr2a-2","b",11,"Polr2a",0.498134568377718,1936,"Liver","A310-Liver","A310"
"Pten-2","b",12,"Pten",5.33809477849628,18436,"Liver","A310-Liver","A310"
"Cd45-2","b",13,"Cd45",1.2494334491615,4135,"Liver","A310-Liver","A310"
"Trp53-3","c",14,"Trp53",1.46536488027366,3427,"Liver","A310-Liver","A310"
"Cd19-3","c",15,"Cd19",1.15460917868007,2910,"Liver","A310-Liver","A310"
"Kpnb1-3","c",16,"Kpnb1",0.388952741857144,13480,"Liver","A310-Liver","A310"
"Polr2a-3","c",17,"Polr2a",0.760262008733624,1741,"Liver","A310-Liver","A310"
"Pten-3","c",18,"Pten",6.2998099795904,14919,"Liver","A310-Liver","A310"
"Cd45-3","c",19,"Cd45",1.63483562659636,3307,"Liver","A310-Liver","A310"
"Trp53-4","d",20,"Trp53",1.16649722374286,2486,"Liver","A310-Liver","A310"
"Cd19-4","d",21,"Cd19",0.885953671759487,1498,"Liver","A310-Liver","A310"
"Kpnb1-4","d",22,"Kpnb1",0.480534634560305,755,"Liver","A310-Liver","A310"
"Polr2a-4","d",23,"Polr2a",0.617579383341003,671,"Liver","A310-Liver","A310"
"Pten-4","d",24,"Pten",5.21795265908392,5658,"Liver","A310-Liver","A310"
"Cd45-4","d",25,"Cd45",1.20019420618223,1236,"Liver","A310-Liver","A310"
"Trp53-5","e",26,"Trp53",1.58506457046603,1882,"Liver","A310-Liver","A310"
"Cd19-5","e",27,"Cd19",0.917197452229299,1152,"Liver","A310-Liver","A310"
"Kpnb1-5","e",28,"Kpnb1",0.727373681288173,655,"Liver","A310-Liver","A310"
"Polr2a-5","e",29,"Polr2a",0.615082482325216,522,"Liver","A310-Liver","A310"
"Pten-5","e",30,"Pten",5.83134130146082,4391,"Liver","A310-Liver","A310"
"Cd45-5","e",31,"Cd45",2.63597049096922,1727,"Liver","A310-Liver","A310"
"Trp53-6","f",32,"Trp53",1.78784956605593,1236,"Liver","A310-Liver","A310"
"Cd19-6","f",33,"Cd19",1.21263157894737,960,"Liver","A310-Liver","A310"
"Kpnb1-6","f",34,"Kpnb1",0.724727100142383,509,"Liver","A310-Liver","A310"
"Polr2a-6","f",35,"Polr2a",1.12398679075353,624,"Liver","A310-Liver","A310"
"Pten-6","f",36,"Pten",5.07429420505201,3415,"Liver","A310-Liver","A310"
"Cd45-6","f",37,"Cd45",1.19127008184298,655,"Liver","A310-Liver","A310"
"Trp53-7","g",38,"Trp53",1.23699421965318,749,"Liver","A310-Liver","A310"
"Cd19-7","g",39,"Cd19",1.62103887618425,827,"Liver","A310-Liver","A310"
"Kpnb1-7","g",40,"Kpnb1",0.644192634560906,379,"Liver","A310-Liver","A310"
"Polr2a-7","g",41,"Polr2a",1.03958691910499,604,"Liver","A310-Liver","A310"
"Pten-7","g",42,"Pten",6.97332506203474,3747,"Liver","A310-Liver","A310"
"Cd45-7","g",43,"Cd45",1.4170375079466,743,"Liver","A310-Liver","A310"
"Trp53-8","h",44,"Trp53",2.85648574057038,1035,"Liver","A310-Liver","A310"
"Cd19-8","h",45,"Cd19",0.712667353244078,346,"Liver","A310-Liver","A310"
"Kpnb1-8","h",46,"Kpnb1",1.22318454363758,612,"Liver","A310-Liver","A310"
"Polr2a-8","h",47,"Polr2a",0.911284599006387,428,"Liver","A310-Liver","A310"
"Pten-8","h",48,"Pten",4.55059252506837,1664,"Liver","A310-Liver","A310"
"Cd45-8","h",49,"Cd45",1.68372943327239,614,"Liver","A310-Liver","A310"
"Trp53-9","i",50,"Trp53",1.33846153846154,522,"Liver","A310-Liver","A310"
"Cd19-9","i",51,"Cd19",1.06365372374284,557,"Liver","A310-Liver","A310"
"Kpnb1-9","i",52,"Kpnb1",0.028436018957346,8,"Liver","A310-Liver","A310"
"Polr2a-9","i",53,"Polr2a",0.903296703296703,274,"Liver","A310-Liver","A310"
"Pten-9","i",54,"Pten",10.018544935806,2341,"Liver","A310-Liver","A310"
"Cd45-9","i",55,"Cd45",2.55473472128946,634,"Liver","A310-Liver","A310"
"Trp53-10","j",56,"Trp53",0.286526435474702,84,"Liver","A310-Liver","A310"
"Cd19-10","j",57,"Cd19",1.26315789473684,364,"Liver","A310-Liver","A310"
"Kpnb1-10","j",58,"Kpnb1",0.24831867563373,80,"Liver","A310-Liver","A310"
"Polr2a-10","j",59,"Polr2a",0.69159599074788,299,"Liver","A310-Liver","A310"
"Pten-10","j",60,"Pten",13.5434188967777,4133,"Liver","A310-Liver","A310"
"Cd45-10","j",61,"Cd45",1.59966144731274,630,"Liver","A310-Liver","A310"
"Trp53-1","a",2,"Trp53",1.15694476091273,10155,"Lung","A310-Lung","A310"
"Cd19-1","a",3,"Cd19",0.777258335806867,35912,"Lung","A310-Lung","A310"
"Kpnb1-1","a",4,"Kpnb1",0.26112510880022,8143,"Lung","A310-Lung","A310"
"Polr2a-1","a",5,"Polr2a",0.38531192711516,6936,"Lung","A310-Lung","A310"
"Pten-1","a",6,"Pten",2.97982849347106,30579,"Lung","A310-Lung","A310"
"Cd45-1","a",7,"Cd45",1.30362750030359,10735,"Lung","A310-Lung","A310"
"Trp53-2","b",8,"Trp53",1.20701969186818,6760,"Lung","A310-Lung","A310"
"Cd19-2","b",9,"Cd19",0.988574767113506,4351,"Lung","A310-Lung","A310"
"Kpnb1-2","b",10,"Kpnb1",0.488532171047386,2626,"Lung","A310-Lung","A310"
"Polr2a-2","b",11,"Polr2a",0.299586310643099,1138,"Lung","A310-Lung","A310"
"Pten-2","b",12,"Pten",4.03246968942036,13874,"Lung","A310-Lung","A310"
"Cd45-2","b",13,"Cd45",1.34548844469497,4433,"Lung","A310-Lung","A310"
"Trp53-3","c",14,"Trp53",1.53126363693037,3509,"Lung","A310-Lung","A310"
"Cd19-3","c",15,"Cd19",0.821061643835616,2192,"Lung","A310-Lung","A310"
"Kpnb1-3","c",16,"Kpnb1",0.26112510880022,8143,"Lung","A310-Lung","A310"
"Polr2a-3","c",17,"Polr2a",0.628550904460263,1375,"Lung","A310-Lung","A310"
"Pten-3","c",18,"Pten",4.43252445214807,10229,"Lung","A310-Lung","A310"
"Cd45-3","c",19,"Cd45",1.81726558698825,3735,"Lung","A310-Lung","A310"
"Trp53-4","d",20,"Trp53",1.49928673323823,3153,"Lung","A310-Lung","A310"
"Cd19-4","d",21,"Cd19",0.978831796223101,1592,"Lung","A310-Lung","A310"
"Kpnb1-4","d",22,"Kpnb1",0.200866269626421,318,"Lung","A310-Lung","A310"
"Polr2a-4","d",23,"Polr2a",0.320385947550717,370,"Lung","A310-Lung","A310"
"Pten-4","d",24,"Pten",3.98513915158065,4214,"Lung","A310-Lung","A310"
"Cd45-4","d",25,"Cd45",1.49268225960881,1559,"Lung","A310-Lung","A310"
"Trp53-5","e",26,"Trp53",1.37052965142598,1730,"Lung","A310-Lung","A310"
"Cd19-5","e",27,"Cd19",1.03914761163654,1240,"Lung","A310-Lung","A310"
"Kpnb1-5","e",28,"Kpnb1",0.351440329218107,305,"Lung","A310-Lung","A310"
"Polr2a-5","e",29,"Polr2a",0.346389228886169,283,"Lung","A310-Lung","A310"
"Pten-5","e",30,"Pten",3.96211699164345,3048,"Lung","A310-Lung","A310"
"Cd45-5","e",31,"Cd45",1.71971354684703,1235,"Lung","A310-Lung","A310"
"Trp53-6","f",32,"Trp53",2.77395348837209,1704,"Lung","A310-Lung","A310"
"Cd19-6","f",33,"Cd19",1.05568445475638,845,"Lung","A310-Lung","A310"
"Kpnb1-6","f",34,"Kpnb1",0.589240506329114,399,"Lung","A310-Lung","A310"
"Polr2a-6","f",35,"Polr2a",0.759222823413674,441,"Lung","A310-Lung","A310"
"Pten-6","f",36,"Pten",3.74317785949294,2763,"Lung","A310-Lung","A310"
"Cd45-6","f",37,"Cd45",1.71313941825476,976,"Lung","A310-Lung","A310"
"Trp53-7","g",38,"Trp53",1.56062992125984,991,"Lung","A310-Lung","A310"
"Cd19-7","g",39,"Cd19",1.13456246560264,589,"Lung","A310-Lung","A310"
"Kpnb1-7","g",40,"Kpnb1",0.57135703555333,326,"Lung","A310-Lung","A310"
"Polr2a-7","g",41,"Polr2a",1.09539473684211,666,"Lung","A310-Lung","A310"
"Pten-7","g",42,"Pten",5.70595533498759,3285,"Lung","A310-Lung","A310"
"Cd45-7","g",43,"Cd45",1.68234941564279,802,"Lung","A310-Lung","A310"
"Trp53-8","h",44,"Trp53",1.60903269295585,682,"Lung","A310-Lung","A310"
"Cd19-8","h",45,"Cd19",0.867565191913273,423,"Lung","A310-Lung","A310"
"Kpnb1-8","h",46,"Kpnb1",0.429617117117117,218,"Lung","A310-Lung","A310"
"Polr2a-8","h",47,"Polr2a",0.739604635310157,310,"Lung","A310-Lung","A310"
"Pten-8","h",48,"Pten",3.91663326653307,1396,"Lung","A310-Lung","A310"
"Cd45-8","h",49,"Cd45",1.15137420718816,389,"Lung","A310-Lung","A310"
"Trp53-9","i",50,"Trp53",1.44765739385066,565,"Lung","A310-Lung","A310"
"Cd19-9","i",51,"Cd19",0.617604617604618,428,"Lung","A310-Lung","A310"
"Kpnb1-9","i",52,"Kpnb1",0.265903890160183,83,"Lung","A310-Lung","A310"
"Polr2a-9","i",53,"Polr2a",0.497140133460439,149,"Lung","A310-Lung","A310"
"Pten-9","i",54,"Pten",5.85949177877429,1680,"Lung","A310-Lung","A310"
"Cd45-9","i",55,"Cd45",2.3611442193087,566,"Lung","A310-Lung","A310"
"Trp53-10","j",56,"Trp53",1.39378813089296,359,"Lung","A310-Lung","A310"
"Cd19-10","j",57,"Cd19",1.31879762912786,445,"Lung","A310-Lung","A310"
"Kpnb1-10","j",58,"Kpnb1",0.25609756097561,87,"Lung","A310-Lung","A310"
"Polr2a-10","j",59,"Polr2a",0.521531100478469,218,"Lung","A310-Lung","A310"
"Pten-10","j",60,"Pten",14.0449382716049,4063,"Lung","A310-Lung","A310"
"Cd45-10","j",61,"Cd45",2.12244897959184,832,"Lung","A310-Lung","A310"
"Trp53-1","a",2,"Trp53",0.981392082857895,7454,"Heart","A310-Heart","A310"
"Cd19-1","a",3,"Cd19",0.852636082505179,37865,"Heart","A310-Heart","A310"
"Kpnb1-1","a",4,"Kpnb1",0.452217156113976,13125,"Heart","A310-Heart","A310"
"Polr2a-1","a",5,"Polr2a",0.634536691825043,10467,"Heart","A310-Heart","A310"
"Pten-1","a",6,"Pten",2.24298583413561,21745,"Heart","A310-Heart","A310"
"Cd45-1","a",7,"Cd45",0.968630992108673,8224,"Heart","A310-Heart","A310"
"Trp53-2","b",8,"Trp53",1.14616314199396,6323,"Heart","A310-Heart","A310"
"Cd19-2","b",9,"Cd19",1.04235683861808,4405,"Heart","A310-Heart","A310"
"Kpnb1-2","b",10,"Kpnb1",0.672900837716735,3454,"Heart","A310-Heart","A310"
"Polr2a-2","b",11,"Polr2a",0.557536882617062,2173,"Heart","A310-Heart","A310"
"Pten-2","b",12,"Pten",3.11358444714459,10677,"Heart","A310-Heart","A310"
"Cd45-2","b",13,"Cd45",1.14174817574911,3677,"Heart","A310-Heart","A310"
"Trp53-3","c",14,"Trp53",1.2670779072424,2773,"Heart","A310-Heart","A310"
"Cd19-3","c",15,"Cd19",0.906525792417651,2431,"Heart","A310-Heart","A310"
"Kpnb1-3","c",16,"Kpnb1",0.452217156113976,13125,"Heart","A310-Heart","A310"
"Polr2a-3","c",17,"Polr2a",0.831843403205919,1799,"Heart","A310-Heart","A310"
"Pten-3","c",18,"Pten",3.87735401171071,8167,"Heart","A310-Heart","A310"
"Cd45-3","c",19,"Cd45",1.15798207766346,2326,"Heart","A310-Heart","A310"
"Trp53-4","d",20,"Trp53",1.24836656767077,2452,"Heart","A310-Heart","A310"
"Cd19-4","d",21,"Cd19",1.11442463533225,1719,"Heart","A310-Heart","A310"
"Kpnb1-4","d",22,"Kpnb1",0.438432040903281,686,"Heart","A310-Heart","A310"
"Polr2a-4","d",23,"Polr2a",0.696690647482014,807,"Heart","A310-Heart","A310"
"Pten-4","d",24,"Pten",3.18965238480194,3288,"Heart","A310-Heart","A310"
"Cd45-4","d",25,"Cd45",1.16317289954721,1156,"Heart","A310-Heart","A310"
"Trp53-5","e",26,"Trp53",1.08392156862745,1382,"Heart","A310-Heart","A310"
"Cd19-5","e",27,"Cd19",1.06928104575163,1227,"Heart","A310-Heart","A310"
"Kpnb1-5","e",28,"Kpnb1",0.802107728337237,685,"Heart","A310-Heart","A310"
"Polr2a-5","e",29,"Polr2a",0.649339582445675,508,"Heart","A310-Heart","A310"
"Pten-5","e",30,"Pten",3.50752639856212,2602,"Heart","A310-Heart","A310"
"Cd45-5","e",31,"Cd45",1.34719924367762,950,"Heart","A310-Heart","A310"
"Trp53-6","f",32,"Trp53",2.10773240660295,1213,"Heart","A310-Heart","A310"
"Cd19-6","f",33,"Cd19",0.930904522613065,741,"Heart","A310-Heart","A310"
"Kpnb1-6","f",34,"Kpnb1",0.818694601128123,508,"Heart","A310-Heart","A310"
"Polr2a-6","f",35,"Polr2a",0.898601398601399,514,"Heart","A310-Heart","A310"
"Pten-6","f",36,"Pten",2.96114519427403,2172,"Heart","A310-Heart","A310"
"Cd45-6","f",37,"Cd45",1.30700179533214,728,"Heart","A310-Heart","A310"
"Trp53-7","g",38,"Trp53",1.29832935560859,816,"Heart","A310-Heart","A310"
"Cd19-7","g",39,"Cd19",1.17709637046308,627,"Heart","A310-Heart","A310"
"Kpnb1-7","g",40,"Kpnb1",0.847866419294991,457,"Heart","A310-Heart","A310"
"Polr2a-7","g",41,"Polr2a",0.997297297297297,615,"Heart","A310-Heart","A310"
"Pten-7","g",42,"Pten",4.04340473506201,2391,"Heart","A310-Heart","A310"
"Cd45-7","g",43,"Cd45",1.72109654350417,722,"Heart","A310-Heart","A310"
"Trp53-8","h",44,"Trp53",1.21006481128479,529,"Heart","A310-Heart","A310"
"Cd19-8","h",45,"Cd19",0.941731222633884,466,"Heart","A310-Heart","A310"
"Kpnb1-8","h",46,"Kpnb1",0.675306957708049,330,"Heart","A310-Heart","A310"
"Polr2a-8","h",47,"Polr2a",1.18875159778441,465,"Heart","A310-Heart","A310"
"Pten-8","h",48,"Pten",2.59936622906292,957,"Heart","A310-Heart","A310"
"Cd45-8","h",49,"Cd45",1.0963554667998,366,"Heart","A310-Heart","A310"
"Trp53-9","i",50,"Trp53",1.20238687220288,403,"Heart","A310-Heart","A310"
"Cd19-9","i",51,"Cd19",0.752906976744186,518,"Heart","A310-Heart","A310"
"Kpnb1-9","i",52,"Kpnb1",0.525207756232687,158,"Heart","A310-Heart","A310"
"Polr2a-9","i",53,"Polr2a",0.589830508474576,174,"Heart","A310-Heart","A310"
"Pten-9","i",54,"Pten",3.57097791798107,1132,"Heart","A310-Heart","A310"
"Cd45-9","i",55,"Cd45",1.90793201133144,449,"Heart","A310-Heart","A310"
"Trp53-10","j",56,"Trp53",1.12449799196787,280,"Heart","A310-Heart","A310"
"Cd19-10","j",57,"Cd19",0.701520912547528,246,"Heart","A310-Heart","A310"
"Kpnb1-10","j",58,"Kpnb1",0.548076923076923,171,"Heart","A310-Heart","A310"
"Polr2a-10","j",59,"Polr2a",0.998518518518518,337,"Heart","A310-Heart","A310"
"Pten-10","j",60,"Pten",8.22480620155039,2122,"Heart","A310-Heart","A310"
"Cd45-10","j",61,"Cd45",1.78159126365055,571,"Heart","A310-Heart","A310"
"Trp53-1","a",2,"Trp53",1.64046728386032,13083,"Crude tail","A310-Crude tail","A310"
"Cd19-1","a",3,"Cd19",0.826531467945045,39425,"Crude tail","A310-Crude tail","A310"
"Kpnb1-1","a",4,"Kpnb1",0.394505647747873,12259,"Crude tail","A310-Crude tail","A310"
"Polr2a-1","a",5,"Polr2a",0.528992840456622,9322,"Crude tail","A310-Crude tail","A310"
"Pten-1","a",6,"Pten",2.22541473125415,22358,"Crude tail","A310-Crude tail","A310"
"Cd45-1","a",7,"Cd45",0.987508562678809,8169,"Crude tail","A310-Crude tail","A310"
"Trp53-2","b",8,"Trp53",1.45467717105859,8032,"Crude tail","A310-Crude tail","A310"
"Cd19-2","b",9,"Cd19",1.04268653186709,4409,"Crude tail","A310-Crude tail","A310"
"Kpnb1-2","b",10,"Kpnb1",0.667399842890809,3540,"Crude tail","A310-Crude tail","A310"
"Polr2a-2","b",11,"Polr2a",0.347894323829453,1330,"Crude tail","A310-Crude tail","A310"
"Pten-2","b",12,"Pten",3.22469518095607,11108,"Crude tail","A310-Crude tail","A310"
"Cd45-2","b",13,"Cd45",1.1701537147737,3654,"Crude tail","A310-Crude tail","A310"
"Trp53-3","c",14,"Trp53",2.09937050359712,4669,"Crude tail","A310-Crude tail","A310"
"Cd19-3","c",15,"Cd19",0.823404653483875,2200,"Crude tail","A310-Crude tail","A310"
"Kpnb1-3","c",16,"Kpnb1",0.394505647747873,12259,"Crude tail","A310-Crude tail","A310"
"Polr2a-3","c",17,"Polr2a",0.548592467592237,1192,"Crude tail","A310-Crude tail","A310"
"Pten-3","c",18,"Pten",3.75859615840645,7925,"Crude tail","A310-Crude tail","A310"
"Cd45-3","c",19,"Cd45",1.30824432576769,2613,"Crude tail","A310-Crude tail","A310"
"Trp53-4","d",20,"Trp53",1.51631509558339,3067,"Crude tail","A310-Crude tail","A310"
"Cd19-4","d",21,"Cd19",1.10959342652865,1733,"Crude tail","A310-Crude tail","A310"
"Kpnb1-4","d",22,"Kpnb1",0.47897545357524,748,"Crude tail","A310-Crude tail","A310"
"Polr2a-4","d",23,"Polr2a",0.420850561134081,475,"Crude tail","A310-Crude tail","A310"
"Pten-4","d",24,"Pten",3.25621414913958,3406,"Crude tail","A310-Crude tail","A310"
"Cd45-4","d",25,"Cd45",1.2863041982106,1246,"Crude tail","A310-Crude tail","A310"
"Trp53-5","e",26,"Trp53",1.50588851086103,1918,"Crude tail","A310-Crude tail","A310"
"Cd19-5","e",27,"Cd19",1.25493082131292,1421,"Crude tail","A310-Crude tail","A310"
"Kpnb1-5","e",28,"Kpnb1",0.550996483001172,470,"Crude tail","A310-Crude tail","A310"
"Polr2a-5","e",29,"Polr2a",0.630246783379034,498,"Crude tail","A310-Crude tail","A310"
"Pten-5","e",30,"Pten",3.07462686567164,2266,"Crude tail","A310-Crude tail","A310"
"Cd45-5","e",31,"Cd45",1.35577588194605,980,"Crude tail","A310-Crude tail","A310"
"Trp53-6","f",32,"Trp53",2.19937339789234,1287,"Crude tail","A310-Crude tail","A310"
"Cd19-6","f",33,"Cd19",0.93167701863354,750,"Crude tail","A310-Crude tail","A310"
"Kpnb1-6","f",34,"Kpnb1",0.623376623376623,400,"Crude tail","A310-Crude tail","A310"
"Polr2a-6","f",35,"Polr2a",1.27230590961761,732,"Crude tail","A310-Crude tail","A310"
"Pten-6","f",36,"Pten",2.38726790450928,1800,"Crude tail","A310-Crude tail","A310"
"Cd45-6","f",37,"Cd45",1.12313541971337,640,"Crude tail","A310-Crude tail","A310"
"Trp53-7","g",38,"Trp53",0.962710084033613,611,"Crude tail","A310-Crude tail","A310"
"Cd19-7","g",39,"Cd19",0.869297163995068,470,"Crude tail","A310-Crude tail","A310"
"Kpnb1-7","g",40,"Kpnb1",0.801484230055659,432,"Crude tail","A310-Crude tail","A310"
"Polr2a-7","g",41,"Polr2a",1.26010678871091,826,"Crude tail","A310-Crude tail","A310"
"Pten-7","g",42,"Pten",3.06260296540362,1859,"Crude tail","A310-Crude tail","A310"
"Cd45-7","g",43,"Cd45",1.81046247156937,796,"Crude tail","A310-Crude tail","A310"
"Trp53-8","h",44,"Trp53",1.56155015197568,685,"Crude tail","A310-Crude tail","A310"
"Cd19-8","h",45,"Cd19",1.31219028741328,662,"Crude tail","A310-Crude tail","A310"
"Kpnb1-8","h",46,"Kpnb1",0.637151106833494,331,"Crude tail","A310-Crude tail","A310"
"Polr2a-8","h",47,"Polr2a",1.40719773554387,580,"Crude tail","A310-Crude tail","A310"
"Pten-8","h",48,"Pten",1.97210113339146,754,"Crude tail","A310-Crude tail","A310"
"Cd45-8","h",49,"Cd45",1.05590666018474,362,"Crude tail","A310-Crude tail","A310"
"Trp53-9","i",50,"Trp53",1.190036900369,430,"Crude tail","A310-Crude tail","A310"
"Cd19-9","i",51,"Cd19",0.793285812830536,575,"Crude tail","A310-Crude tail","A310"
