"Name","serial_number","order","gene","median_FC","median_reads","organ","sample","mouse_index"
"Cd45-2","b",13,"Cd45",0.967655918226261,3266,"Cerebrum","A301-Cerebrum","A301"
"Trp53-3","c",14,"Trp53",1.45605492136984,3040,"Cerebrum","A301-Cerebrum","A301"
"Cd19-3","c",15,"Cd19",0.863342956307373,2218,"Cerebrum","A301-Cerebrum","A301"
"Kpnb1-3","c",16,"Kpnb1",0.266588807785888,6848,"Cerebrum","A301-Cerebrum","A301"
"Polr2a-3","c",17,"Polr2a",0.697644812221515,1644,"Cerebrum","A301-Cerebrum","A301"
"Pten-3","c",18,"Pten",1.87406239181444,4060,"Cerebrum","A301-Cerebrum","A301"
"Cd45-3","c",19,"Cd45",0.978708047636232,2260,"Cerebrum","A301-Cerebrum","A301"
"Trp53-4","d",20,"Trp53",1.41247319676993,2580,"Cerebrum","A301-Cerebrum","A301"
"Cd19-4","d",21,"Cd19",1.24723518004088,1983,"Cerebrum","A301-Cerebrum","A301"
"Kpnb1-4","d",22,"Kpnb1",0.199251637043966,355,"Cerebrum","A301-Cerebrum","A301"
"Polr2a-4","d",23,"Polr2a",0.175539376127179,219,"Cerebrum","A301-Cerebrum","A301"
"Pten-4","d",24,"Pten",1.60824742268041,1794,"Cerebrum","A301-Cerebrum","A301"
"Cd45-4","d",25,"Cd45",0.959443800695249,1035,"Cerebrum","A301-Cerebrum","A301"
"Trp53-5","e",26,"Trp53",1.0541030983265,1307,"Cerebrum","A301-Cerebrum","A301"
"Cd19-5","e",27,"Cd19",0.895318464938718,1114,"Cerebrum","A301-Cerebrum","A301"
"Kpnb1-5","e",28,"Kpnb1",0.511433489058274,520,"Cerebrum","A301-Cerebrum","A301"
"Polr2a-5","e",29,"Polr2a",0.134611697027804,117,"Cerebrum","A301-Cerebrum","A301"
"Pten-5","e",30,"Pten",1.7086577244161,1518,"Cerebrum","A301-Cerebrum","A301"
"Cd45-5","e",31,"Cd45",1.18030676820766,917,"Cerebrum","A301-Cerebrum","A301"
"Trp53-6","f",32,"Trp53",1.79942418426104,1250,"Cerebrum","A301-Cerebrum","A301"
"Cd19-6","f",33,"Cd19",0.989247311827957,874,"Cerebrum","A301-Cerebrum","A301"
"Kpnb1-6","f",34,"Kpnb1",0.762517882689557,533,"Cerebrum","A301-Cerebrum","A301"
"Polr2a-6","f",35,"Polr2a",0.683576590619243,402,"Cerebrum","A301-Cerebrum","A301"
"Pten-6","f",36,"Pten",1.66932084309133,1188,"Cerebrum","A301-Cerebrum","A301"
"Cd45-6","f",37,"Cd45",0.91837534282356,586,"Cerebrum","A301-Cerebrum","A301"
"Trp53-7","g",38,"Trp53",0.845556946182728,563,"Cerebrum","A301-Cerebrum","A301"
"Cd19-7","g",39,"Cd19",0.938567050926601,536,"Cerebrum","A301-Cerebrum","A301"
"Kpnb1-7","g",40,"Kpnb1",0.498879761015683,334,"Cerebrum","A301-Cerebrum","A301"
"Polr2a-7","g",41,"Polr2a",1.13682712829025,799,"Cerebrum","A301-Cerebrum","A301"
"Pten-7","g",42,"Pten",1.919358756376,1317,"Cerebrum","A301-Cerebrum","A301"
"Cd45-7","g",43,"Cd45",0.971177055232145,570,"Cerebrum","A301-Cerebrum","A301"
"Trp53-8","h",44,"Trp53",1.18886915334517,502,"Cerebrum","A301-Cerebrum","A301"
"Cd19-8","h",45,"Cd19",1.06692968860082,631,"Cerebrum","A301-Cerebrum","A301"
"Kpnb1-8","h",46,"Kpnb1",0.336998514115899,189,"Cerebrum","A301-Cerebrum","A301"
"Polr2a-8","h",47,"Polr2a",0.899469197362072,466,"Cerebrum","A301-Cerebrum","A301"
"Pten-8","h",48,"Pten",1.10174216027875,527,"Cerebrum","A301-Cerebrum","A301"
"Cd45-8","h",49,"Cd45",1.19250425894378,525,"Cerebrum","A301-Cerebrum","A301"
"Trp53-9","i",50,"Trp53",0.942875345083882,370,"Cerebrum","A301-Cerebrum","A301"
"Cd19-9","i",51,"Cd19",0.879668049792531,424,"Cerebrum","A301-Cerebrum","A301"
"Kpnb1-9","i",52,"Kpnb1",0.222868650704856,83,"Cerebrum","A301-Cerebrum","A301"
"Polr2a-9","i",53,"Polr2a",0.446012702893437,158,"Cerebrum","A301-Cerebrum","A301"
"Pten-9","i",54,"Pten",1.72391202620496,614,"Cerebrum","A301-Cerebrum","A301"
"Cd45-9","i",55,"Cd45",1.46912242686891,452,"Cerebrum","A301-Cerebrum","A301"
"Trp53-10","j",56,"Trp53",0.708884688090737,250,"Cerebrum","A301-Cerebrum","A301"
"Cd19-10","j",57,"Cd19",1.0063473744951,436,"Cerebrum","A301-Cerebrum","A301"
"Kpnb1-10","j",58,"Kpnb1",0.238780694326842,94,"Cerebrum","A301-Cerebrum","A301"
"Polr2a-10","j",59,"Polr2a",0.519371727748691,248,"Cerebrum","A301-Cerebrum","A301"
"Pten-10","j",60,"Pten",2.19290465631929,989,"Cerebrum","A301-Cerebrum","A301"
"Cd45-10","j",61,"Cd45",0.890002948982601,503,"Cerebrum","A301-Cerebrum","A301"
"Trp53-1","a",2,"Trp53",2.0112874028325,9444,"Kidney","A301-Kidney","A301"
"Cd19-1","a",3,"Cd19",1.02687663300614,36354,"Kidney","A301-Kidney","A301"
"Kpnb1-1","a",4,"Kpnb1",0.278413812778308,7482,"Kidney","A301-Kidney","A301"
"Polr2a-1","a",5,"Polr2a",0.479226748377794,7090,"Kidney","A301-Kidney","A301"
"Pten-1","a",6,"Pten",2.24092622509424,20807,"Kidney","A301-Kidney","A301"
"Cd45-1","a",7,"Cd45",0.93690053285968,7033,"Kidney","A301-Kidney","A301"
"Trp53-2","b",8,"Trp53",1.34671133370924,6767,"Kidney","A301-Kidney","A301"
"Cd19-2","b",9,"Cd19",1.33575,5343,"Kidney","A301-Kidney","A301"
"Kpnb1-2","b",10,"Kpnb1",0.607117025893245,2798,"Kidney","A301-Kidney","A301"
"Polr2a-2","b",11,"Polr2a",0.282771621683756,1025,"Kidney","A301-Kidney","A301"
"Pten-2","b",12,"Pten",2.4481971702419,8046,"Kidney","A301-Kidney","A301"
"Cd45-2","b",13,"Cd45",1.17491683630406,3944,"Kidney","A301-Kidney","A301"
"Trp53-3","c",14,"Trp53",1.46527663766212,2975,"Kidney","A301-Kidney","A301"
"Cd19-3","c",15,"Cd19",0.887557419612542,2222,"Kidney","A301-Kidney","A301"
"Kpnb1-3","c",16,"Kpnb1",0.278413812778308,7482,"Kidney","A301-Kidney","A301"
"Polr2a-3","c",17,"Polr2a",0.520528071957058,1196,"Kidney","A301-Kidney","A301"
"Pten-3","c",18,"Pten",2.94018723994452,5653,"Kidney","A301-Kidney","A301"
"Cd45-3","c",19,"Cd45",1.03002521201008,2247,"Kidney","A301-Kidney","A301"
"Trp53-4","d",20,"Trp53",2.28634615384615,3963,"Kidney","A301-Kidney","A301"
"Cd19-4","d",21,"Cd19",1.63291139240506,2494,"Kidney","A301-Kidney","A301"
"Kpnb1-4","d",22,"Kpnb1",0.20567847307948,361,"Kidney","A301-Kidney","A301"
"Polr2a-4","d",23,"Polr2a",0.1802179379715,215,"Kidney","A301-Kidney","A301"
"Pten-4","d",24,"Pten",2.41402497598463,2513,"Kidney","A301-Kidney","A301"
"Cd45-4","d",25,"Cd45",1.09055118110236,1108,"Kidney","A301-Kidney","A301"
"Trp53-5","e",26,"Trp53",1.3017062005826,1564,"Kidney","A301-Kidney","A301"
"Cd19-5","e",27,"Cd19",1.2630185348632,1431,"Kidney","A301-Kidney","A301"
"Kpnb1-5","e",28,"Kpnb1",0.42894416420247,411,"Kidney","A301-Kidney","A301"
"Polr2a-5","e",29,"Polr2a",0.0836320191158901,70,"Kidney","A301-Kidney","A301"
"Pten-5","e",30,"Pten",3.15595579205894,2570,"Kidney","A301-Kidney","A301"
"Cd45-5","e",31,"Cd45",1.78647998249836,1361,"Kidney","A301-Kidney","A301"
"Trp53-6","f",32,"Trp53",3.39622641509434,1950,"Kidney","A301-Kidney","A301"
"Cd19-6","f",33,"Cd19",0.754664823773324,728,"Kidney","A301-Kidney","A301"
"Kpnb1-6","f",34,"Kpnb1",0.646508279337653,449,"Kidney","A301-Kidney","A301"
"Polr2a-6","f",35,"Polr2a",1.26436781609195,715,"Kidney","A301-Kidney","A301"
"Pten-6","f",36,"Pten",1.83648919581198,1374,"Kidney","A301-Kidney","A301"
"Cd45-6","f",37,"Cd45",1.21402597402597,779,"Kidney","A301-Kidney","A301"
"Trp53-7","g",38,"Trp53",1.28148959474261,975,"Kidney","A301-Kidney","A301"
"Cd19-7","g",39,"Cd19",1.3444051184318,823,"Kidney","A301-Kidney","A301"
"Kpnb1-7","g",40,"Kpnb1",0.438127909826023,298,"Kidney","A301-Kidney","A301"
"Polr2a-7","g",41,"Polr2a",1.16323792486583,867,"Kidney","A301-Kidney","A301"
"Pten-7","g",42,"Pten",2.64827586206897,1728,"Kidney","A301-Kidney","A301"
"Cd45-7","g",43,"Cd45",1.93595041322314,937,"Kidney","A301-Kidney","A301"
"Trp53-8","h",44,"Trp53",1.3808095952024,614,"Kidney","A301-Kidney","A301"
"Cd19-8","h",45,"Cd19",0.675473865594486,392,"Kidney","A301-Kidney","A301"
"Kpnb1-8","h",46,"Kpnb1",0.239517518667432,139,"Kidney","A301-Kidney","A301"
"Polr2a-8","h",47,"Polr2a",0.696948682385576,335,"Kidney","A301-Kidney","A301"
"Pten-8","h",48,"Pten",1.60824742268041,728,"Kidney","A301-Kidney","A301"
"Cd45-8","h",49,"Cd45",0.799857040743388,373,"Kidney","A301-Kidney","A301"
"Trp53-9","i",50,"Trp53",1.10445205479452,430,"Kidney","A301-Kidney","A301"
"Cd19-9","i",51,"Cd19",0.558541266794626,291,"Kidney","A301-Kidney","A301"
"Kpnb1-9","i",52,"Kpnb1",0.142193308550186,51,"Kidney","A301-Kidney","A301"
"Polr2a-9","i",53,"Polr2a",0.519040902679831,184,"Kidney","A301-Kidney","A301"
"Pten-9","i",54,"Pten",2.30113636363636,810,"Kidney","A301-Kidney","A301"
"Cd45-9","i",55,"Cd45",2.00234192037471,570,"Kidney","A301-Kidney","A301"
"Trp53-10","j",56,"Trp53",0.931726907630522,348,"Kidney","A301-Kidney","A301"
"Cd19-10","j",57,"Cd19",0.620239390642002,285,"Kidney","A301-Kidney","A301"
"Kpnb1-10","j",58,"Kpnb1",0.502336448598131,215,"Kidney","A301-Kidney","A301"
"Polr2a-10","j",59,"Polr2a",0.688274547187798,361,"Kidney","A301-Kidney","A301"
"Pten-10","j",60,"Pten",2.89494163424125,1488,"Kidney","A301-Kidney","A301"
"Cd45-10","j",61,"Cd45",1.01680432925093,595,"Kidney","A301-Kidney","A301"
"Trp53-1","a",2,"Trp53",2.09413749223166,10109,"Lung","A301-Lung","A301"
"Cd19-1","a",3,"Cd19",1.45798751397794,37066,"Lung","A301-Lung","A301"
"Kpnb1-1","a",4,"Kpnb1",0.389977434430374,9036,"Lung","A301-Lung","A301"
"Polr2a-1","a",5,"Polr2a",0.484105668684645,6283,"Lung","A301-Lung","A301"
"Pten-1","a",6,"Pten",6.63401673066374,55286,"Lung","A301-Lung","A301"
"Cd45-1","a",7,"Cd45",1.36532552136682,9521,"Lung","A301-Lung","A301"
"Trp53-2","b",8,"Trp53",1.25296420102283,6265,"Lung","A301-Lung","A301"
"Cd19-2","b",9,"Cd19",1.21547391519785,4906,"Lung","A301-Lung","A301"
"Kpnb1-2","b",10,"Kpnb1",0.568449568449569,2578,"Lung","A301-Lung","A301"
"Polr2a-2","b",11,"Polr2a",0.244668769716088,831,"Lung","A301-Lung","A301"
"Pten-2","b",12,"Pten",4.14213315975451,12727,"Lung","A301-Lung","A301"
"Cd45-2","b",13,"Cd45",1.01982651796778,3292,"Lung","A301-Lung","A301"
"Trp53-3","c",14,"Trp53",1.60414588972788,3217,"Lung","A301-Lung","A301"
"Cd19-3","c",15,"Cd19",1.0244100423262,2524,"Lung","A301-Lung","A301"
"Kpnb1-3","c",16,"Kpnb1",0.389977434430374,9036,"Lung","A301-Lung","A301"
"Polr2a-3","c",17,"Polr2a",0.644236176194939,1473,"Lung","A301-Lung","A301"
"Pten-3","c",18,"Pten",4.64727780362959,9987,"Lung","A301-Lung","A301"
"Cd45-3","c",19,"Cd45",1.05037466154524,2383,"Lung","A301-Lung","A301"
"Trp53-4","d",20,"Trp53",1.86636648709496,3316,"Lung","A301-Lung","A301"
"Cd19-4","d",21,"Cd19",0.984150661942942,1508,"Lung","A301-Lung","A301"
"Kpnb1-4","d",22,"Kpnb1",0.0819789674952199,147,"Lung","A301-Lung","A301"
"Polr2a-4","d",23,"Polr2a",0.189073576142752,221,"Lung","A301-Lung","A301"
"Pten-4","d",24,"Pten",3.41759720166824,3629,"Lung","A301-Lung","A301"
"Cd45-4","d",25,"Cd45",1.25972950593431,1304,"Lung","A301-Lung","A301"
"Trp53-5","e",26,"Trp53",1.48489795918367,1819,"Lung","A301-Lung","A301"
"Cd19-5","e",27,"Cd19",1.05767869780609,1281,"Lung","A301-Lung","A301"
"Kpnb1-5","e",28,"Kpnb1",0.669088319088319,671,"Lung","A301-Lung","A301"
"Polr2a-5","e",29,"Polr2a",0.223404255319149,192,"Lung","A301-Lung","A301"
"Pten-5","e",30,"Pten",3.55358496286191,3349,"Lung","A301-Lung","A301"
"Cd45-5","e",31,"Cd45",1.26615969581749,999,"Lung","A301-Lung","A301"
"Trp53-6","f",32,"Trp53",2.51217058941863,1784,"Lung","A301-Lung","A301"
"Cd19-6","f",33,"Cd19",0.757193414371442,703,"Lung","A301-Lung","A301"
"Kpnb1-6","f",34,"Kpnb1",0.348851517637408,243,"Lung","A301-Lung","A301"
"Polr2a-6","f",35,"Polr2a",0.793376865671642,486,"Lung","A301-Lung","A301"
"Pten-6","f",36,"Pten",3.02527147087858,2189,"Lung","A301-Lung","A301"
"Cd45-6","f",37,"Cd45",1.38803169307756,951,"Lung","A301-Lung","A301"
"Trp53-7","g",38,"Trp53",1.53585899513776,1083,"Lung","A301-Lung","A301"
"Cd19-7","g",39,"Cd19",0.647612488521579,403,"Lung","A301-Lung","A301"
"Kpnb1-7","g",40,"Kpnb1",0.464794383149448,331,"Lung","A301-Lung","A301"
"Polr2a-7","g",41,"Polr2a",1.31989775855289,959,"Lung","A301-Lung","A301"
"Pten-7","g",42,"Pten",3.8743657398011,2727,"Lung","A301-Lung","A301"
"Cd45-7","g",43,"Cd45",1.64705882352941,896,"Lung","A301-Lung","A301"
"Trp53-8","h",44,"Trp53",1.40088383838384,634,"Lung","A301-Lung","A301"
"Cd19-8","h",45,"Cd19",0.945327102803738,578,"Lung","A301-Lung","A301"
"Kpnb1-8","h",46,"Kpnb1",0.203410182516811,121,"Lung","A301-Lung","A301"
"Polr2a-8","h",47,"Polr2a",0.686527814394938,372,"Lung","A301-Lung","A301"
"Pten-8","h",48,"Pten",1.83745194947831,956,"Lung","A301-Lung","A301"
"Cd45-8","h",49,"Cd45",0.745066321578777,329,"Lung","A301-Lung","A301"
"Trp53-9","i",50,"Trp53",1.28498985801217,543,"Lung","A301-Lung","A301"
"Cd19-9","i",51,"Cd19",1.5091649694501,741,"Lung","A301-Lung","A301"
"Kpnb1-9","i",52,"Kpnb1",0.185185185185185,75,"Lung","A301-Lung","A301"
"Polr2a-9","i",53,"Polr2a",0.13202565069785,50,"Lung","A301-Lung","A301"
"Pten-9","i",54,"Pten",3.09661468238874,1163,"Lung","A301-Lung","A301"
"Cd45-9","i",55,"Cd45",0.963380281690141,342,"Lung","A301-Lung","A301"
"Trp53-10","j",56,"Trp53",0.697969543147208,275,"Lung","A301-Lung","A301"
"Cd19-10","j",57,"Cd19",0.701716738197425,327,"Lung","A301-Lung","A301"
"Kpnb1-10","j",58,"Kpnb1",0.402158774373259,165,"Lung","A301-Lung","A301"
"Polr2a-10","j",59,"Polr2a",0.710727969348659,371,"Lung","A301-Lung","A301"
"Pten-10","j",60,"Pten",3.67474452554745,1798,"Lung","A301-Lung","A301"
"Cd45-10","j",61,"Cd45",0.918356867779204,511,"Lung","A301-Lung","A301"
"Trp53-1","a",2,"Trp53",4.64082632307528,21791,"LN","A301-LN","A301"
"Cd19-1","a",3,"Cd19",0.983857072240661,34831,"LN","A301-LN","A301"
"Kpnb1-1","a",4,"Kpnb1",0.202689125662048,5447,"LN","A301-LN","A301"
"Polr2a-1","a",5,"Polr2a",0.222647801009373,3294,"LN","A301-LN","A301"
"Pten-1","a",6,"Pten",2.39590737749058,22246,"LN","A301-LN","A301"
"Cd45-1","a",7,"Cd45",2.12251332149201,15933,"LN","A301-LN","A301"
"Trp53-2","b",8,"Trp53",1.34293011376828,6748,"LN","A301-LN","A301"
"Cd19-2","b",9,"Cd19",1.2715,5086,"LN","A301-LN","A301"
"Kpnb1-2","b",10,"Kpnb1",0.300086792998698,1383,"LN","A301-LN","A301"
"Polr2a-2","b",11,"Polr2a",0.171594096280289,622,"LN","A301-LN","A301"
"Pten-2","b",12,"Pten",3.46478016126578,11387,"LN","A301-LN","A301"
"Cd45-2","b",13,"Cd45",2.61585819969217,8781,"LN","A301-LN","A301"
"Trp53-3","c",14,"Trp53",2.92562797570186,5940,"LN","A301-LN","A301"
"Cd19-3","c",15,"Cd19",0.791292190932694,1981,"LN","A301-LN","A301"
"Kpnb1-3","c",16,"Kpnb1",0.202689125662048,5447,"LN","A301-LN","A301"
"Polr2a-3","c",17,"Polr2a",0.382126795299579,878,"LN","A301-LN","A301"
"Pten-3","c",18,"Pten",4.04126213592233,7770,"LN","A301-LN","A301"
"Cd45-3","c",19,"Cd45",2.46710978684391,5382,"LN","A301-LN","A301"
"Trp53-4","d",20,"Trp53",3.75576923076923,6510,"LN","A301-LN","A301"
"Cd19-4","d",21,"Cd19",0.980794412920122,1498,"LN","A301-LN","A301"
"Kpnb1-4","d",22,"Kpnb1",0.164086981293324,288,"LN","A301-LN","A301"
"Polr2a-4","d",23,"Polr2a",0.186085498742666,222,"LN","A301-LN","A301"
"Pten-4","d",24,"Pten",2.98078770413064,3103,"LN","A301-LN","A301"
"Cd45-4","d",25,"Cd45",3.17716535433071,3228,"LN","A301-LN","A301"
"Trp53-5","e",26,"Trp53",2.12983770287141,2559,"LN","A301-LN","A301"
"Cd19-5","e",27,"Cd19",1.01853486319506,1154,"LN","A301-LN","A301"
"Kpnb1-5","e",28,"Kpnb1",0.248391024526005,238,"LN","A301-LN","A301"
"Polr2a-5","e",29,"Polr2a",0.161290322580645,135,"LN","A301-LN","A301"
"Pten-5","e",30,"Pten",3.11543184609087,2537,"LN","A301-LN","A301"
"Cd45-5","e",31,"Cd45",3.11616714066944,2374,"LN","A301-LN","A301"
"Trp53-6","f",32,"Trp53",7.56052249637155,4341,"LN","A301-LN","A301"
"Cd19-6","f",33,"Cd19",0.930891499654457,898,"LN","A301-LN","A301"
"Kpnb1-6","f",34,"Kpnb1",0.414686825053996,288,"LN","A301-LN","A301"
"Polr2a-6","f",35,"Polr2a",0.519893899204244,294,"LN","A301-LN","A301"
"Pten-6","f",36,"Pten",2.40053464023168,1796,"LN","A301-LN","A301"
"Cd45-6","f",37,"Cd45",3.82597402597403,2455,"LN","A301-LN","A301"
"Trp53-7","g",38,"Trp53",1.66265060240964,1265,"LN","A301-LN","A301"
"Cd19-7","g",39,"Cd19",1.08467193030221,664,"LN","A301-LN","A301"
"Kpnb1-7","g",40,"Kpnb1",0.2514089683901,171,"LN","A301-LN","A301"
"Polr2a-7","g",41,"Polr2a",1.82334525939177,1359,"LN","A301-LN","A301"
"Pten-7","g",42,"Pten",2.72183908045977,1776,"LN","A301-LN","A301"
"Cd45-7","g",43,"Cd45",4.16942148760331,2018,"LN","A301-LN","A301"
"Trp53-8","h",44,"Trp53",2.34107946026987,1041,"LN","A301-LN","A301"
"Cd19-8","h",45,"Cd19",0.715106260769673,415,"LN","A301-LN","A301"
"Kpnb1-8","h",46,"Kpnb1",0.291211947156806,169,"LN","A301-LN","A301"
"Polr2a-8","h",47,"Polr2a",0.765603328710125,368,"LN","A301-LN","A301"
"Pten-8","h",48,"Pten",2.33063328424153,1055,"LN","A301-LN","A301"
"Cd45-8","h",49,"Cd45",1.00571837026447,469,"LN","A301-LN","A301"
"Trp53-9","i",50,"Trp53",1.93921232876712,755,"LN","A301-LN","A301"
"Cd19-9","i",51,"Cd19",1.46449136276392,763,"LN","A301-LN","A301"
"Kpnb1-9","i",52,"Kpnb1",0.144981412639405,52,"LN","A301-LN","A301"
"Polr2a-9","i",53,"Polr2a",0.290550070521862,103,"LN","A301-LN","A301"
"Pten-9","i",54,"Pten",2.80397727272727,987,"LN","A301-LN","A301"
"Cd45-9","i",55,"Cd45",7.48243559718969,2130,"LN","A301-LN","A301"
"Trp53-10","j",56,"Trp53",0.760374832663989,284,"LN","A301-LN","A301"
"Cd19-10","j",57,"Cd19",0.800870511425463,368,"LN","A301-LN","A301"
"Kpnb1-10","j",58,"Kpnb1",0.203271028037383,87,"LN","A301-LN","A301"
"Polr2a-10","j",59,"Polr2a",0.17349857006673,91,"LN","A301-LN","A301"
"Pten-10","j",60,"Pten",3.42023346303502,1758,"LN","A301-LN","A301"
"Cd45-10","j",61,"Cd45",4.17317003702649,2442,"LN","A301-LN","A301"
"Trp53-1","a",2,"Trp53",3.71099989351507,17425,"Thymus","A301-Thymus","A301"
"Cd19-1","a",3,"Cd19",0.998884259586187,35363,"Thymus","A301-Thymus","A301"
"Kpnb1-1","a",4,"Kpnb1",0.1894047456618,5090,"Thymus","A301-Thymus","A301"
"Polr2a-1","a",5,"Polr2a",0.380745313626532,5633,"Thymus","A301-Thymus","A301"
"Pten-1","a",6,"Pten",15.4595584275714,143542,"Thymus","A301-Thymus","A301"
"Cd45-1","a",7,"Cd45",2.69134103019538,20203,"Thymus","A301-Thymus","A301"
"Trp53-2","b",8,"Trp53",1.73438588344555,8715,"Thymus","A301-Thymus","A301"
"Cd19-2","b",9,"Cd19",1.47575,5903,"Thymus","A301-Thymus","A301"
"Kpnb1-2","b",10,"Kpnb1",0.295530160567048,1362,"Thymus","A301-Thymus","A301"
"Polr2a-2","b",11,"Polr2a",0.335187824727574,1215,"Thymus","A301-Thymus","A301"
"Pten-2","b",12,"Pten",7.57553628480146,24897,"Thymus","A301-Thymus","A301"
"Cd45-2","b",13,"Cd45",2.00844049451368,6742,"Thymus","A301-Thymus","A301"
"Trp53-3","c",14,"Trp53",1.96223936956165,3984,"Thymus","A301-Thymus","A301"
"Cd19-3","c",15,"Cd19",0.514080287597364,1287,"Thymus","A301-Thymus","A301"
"Kpnb1-3","c",16,"Kpnb1",0.1894047456618,5090,"Thymus","A301-Thymus","A301"
"Polr2a-3","c",17,"Polr2a",0.843899608298274,1939,"Thymus","A301-Thymus","A301"
"Pten-3","c",18,"Pten",14.8590499306519,28569,"Thymus","A301-Thymus","A301"
"Cd45-3","c",19,"Cd45",2.83658033463213,6188,"Thymus","A301-Thymus","A301"
"Trp53-4","d",20,"Trp53",3.48865384615385,6047,"Thymus","A301-Thymus","A301"
"Cd19-4","d",21,"Cd19",1.3330423395897,2036,"Thymus","A301-Thymus","A301"
"Kpnb1-4","d",22,"Kpnb1",0.119646757193049,210,"Thymus","A301-Thymus","A301"
"Polr2a-4","d",23,"Polr2a",0.75859178541492,905,"Thymus","A301-Thymus","A301"
"Pten-4","d",24,"Pten",7.23054755043228,7527,"Thymus","A301-Thymus","A301"
"Cd45-4","d",25,"Cd45",1.89763779527559,1928,"Thymus","A301-Thymus","A301"
"Trp53-5","e",26,"Trp53",1.9284228048273,2317,"Thymus","A301-Thymus","A301"
"Cd19-5","e",27,"Cd19",0.764342453662842,866,"Thymus","A301-Thymus","A301"
"Kpnb1-5","e",28,"Kpnb1",0.578187510871456,554,"Thymus","A301-Thymus","A301"
"Polr2a-5","e",29,"Polr2a",0.158900836320191,133,"Thymus","A301-Thymus","A301"
"Pten-5","e",30,"Pten",7.6479738027016,6228,"Thymus","A301-Thymus","A301"
"Cd45-5","e",31,"Cd45",3.1450448479545,2396,"Thymus","A301-Thymus","A301"
"Trp53-6","f",32,"Trp53",5.3033381712627,3045,"Thymus","A301-Thymus","A301"
"Cd19-6","f",33,"Cd19",0.88217000691085,851,"Thymus","A301-Thymus","A301"
"Kpnb1-6","f",34,"Kpnb1",0.41324694024478,287,"Thymus","A301-Thymus","A301"
"Polr2a-6","f",35,"Polr2a",0.507515473032714,287,"Thymus","A301-Thymus","A301"
"Pten-6","f",36,"Pten",5.15927823568724,3860,"Thymus","A301-Thymus","A301"
"Cd45-6","f",37,"Cd45",2.26753246753247,1455,"Thymus","A301-Thymus","A301"
"Trp53-7","g",38,"Trp53",2.89682365826944,2204,"Thymus","A301-Thymus","A301"
"Cd19-7","g",39,"Cd19",1.04219983664579,638,"Thymus","A301-Thymus","A301"
"Kpnb1-7","g",40,"Kpnb1",0.273462386669934,186,"Thymus","A301-Thymus","A301"
"Polr2a-7","g",41,"Polr2a",0.992844364937388,740,"Thymus","A301-Thymus","A301"
"Pten-7","g",42,"Pten",10.2973180076628,6719,"Thymus","A301-Thymus","A301"
"Cd45-7","g",43,"Cd45",2.02892561983471,982,"Thymus","A301-Thymus","A301"
"Trp53-8","h",44,"Trp53",4.47751124437781,1991,"Thymus","A301-Thymus","A301"
"Cd19-8","h",45,"Cd19",0.565192418150488,328,"Thymus","A301-Thymus","A301"
"Kpnb1-8","h",46,"Kpnb1",1.09075244112579,633,"Thymus","A301-Thymus","A301"
"Polr2a-8","h",47,"Polr2a",0.395284327323162,190,"Thymus","A301-Thymus","A301"
"Pten-8","h",48,"Pten",4.44918998527246,2014,"Thymus","A301-Thymus","A301"
"Cd45-8","h",49,"Cd45",2.03716940671909,950,"Thymus","A301-Thymus","A301"
"Trp53-9","i",50,"Trp53",0.696061643835616,271,"Thymus","A301-Thymus","A301"
"Cd19-9","i",51,"Cd19",1.15163147792706,600,"Thymus","A301-Thymus","A301"
"Kpnb1-9","i",52,"Kpnb1",0.158921933085502,57,"Thymus","A301-Thymus","A301"
"Polr2a-9","i",53,"Polr2a",0.186177715091678,66,"Thymus","A301-Thymus","A301"
"Pten-9","i",54,"Pten",5.79829545454545,2041,"Thymus","A301-Thymus","A301"
"Cd45-9","i",55,"Cd45",4.50702576112412,1283,"Thymus","A301-Thymus","A301"
"Trp53-10","j",56,"Trp53",2.01606425702811,753,"Thymus","A301-Thymus","A301"
"Cd19-10","j",57,"Cd19",1.29923830250272,597,"Thymus","A301-Thymus","A301"
"Kpnb1-10","j",58,"Kpnb1",0.184579439252336,79,"Thymus","A301-Thymus","A301"
"Polr2a-10","j",59,"Polr2a",0.181124880838894,95,"Thymus","A301-Thymus","A301"
"Pten-10","j",60,"Pten",11.5622568093385,5943,"Thymus","A301-Thymus","A301"
"Cd45-10","j",61,"Cd45",0.974081458273996,570,"Thymus","A301-Thymus","A301"
"Trp53-1","a",2,"Trp53",7.27930997763816,34180,"Small intestine","A301-Small intestine","A301"
"Cd19-1","a",3,"Cd19",0.931572629051621,32980,"Small intestine","A301-Small intestine","A301"
"Kpnb1-1","a",4,"Kpnb1",0.210242988799444,5650,"Small intestine","A301-Small intestine","A301"
"Polr2a-1","a",5,"Polr2a",0.292605443403028,4329,"Small intestine","A301-Small intestine","A301"
"Pten-1","a",6,"Pten",2.98126009693053,27681,"Small intestine","A301-Small intestine","A301"
"Cd45-1","a",7,"Cd45",1.06318827708703,7981,"Small intestine","A301-Small intestine","A301"
"Trp53-2","b",8,"Trp53",1.68662310524396,8475,"Small intestine","A301-Small intestine","A301"
"Cd19-2","b",9,"Cd19",1.1065,4426,"Small intestine","A301-Small intestine","A301"
"Kpnb1-2","b",10,"Kpnb1",0.372992911905106,1719,"Small intestine","A301-Small intestine","A301"
"Polr2a-2","b",11,"Polr2a",0.184008460159088,667,"Small intestine","A301-Small intestine","A301"
