RowName,23-Crude tail,33-LN NK,30-LN Treg,45-Meiosis II(MII),44-Pachytene/Diplotene(P/D),46-Round spermatid(RS),42-Spermatogonia,32-Spleen CD4 effector/memory(E/M),41-Spleen CD4 naive,37-Spleen CD8 central memory(CM),38-Spleen CD8 effector/memory(E/M),40-Spleen CD8 naive,34-Spleen NK,31-Spleen Treg,25-Tail epidermis,16-Tail skin dermis,39-Whole blood,13-Brown fat(bFat),05-Cerebral cortex,17-Ear lobe,01-Eyeball,03-Cerebellum(flocculus),10-Heart,04-Hippocampal formation,06-Hypothalamus,21-Kidney,26-Large intestine(basal layer),29-Large intestine(epithelium),22-Liver,18-Lung,35-LN,43-Leptotene/Zygotene(L/Z),14-Mesenteric fat(mFat),11-Muscle,07-Brain stem,08-Olfactory bulb,09-Optic nerve,15-Salivary gland,20-Skin,27-Small intestine(basal layer),28-Small intestine(epithelium),36-Spleen,12-Thyroid gland,24-Tongue,19-Perigonadal fat(pFat),02-Cerebellum(central part)
36-Cdkal1,0.721472685,0.561031842,0.666533196,0.402384186,0.326300151,0.329721333,0.408459057,0.520370243,0.45499343,0.462326271,0.421739104,0.574312426,0.499524953,0.455942601,0.702394732,0.731768444,0.48727624,0.936357233,0.910004753,0.629915598,0.91044281,0.822045499,0.955796642,0.895813069,0.88821768,0.912277499,0.671986923,0.523320961,0.967154431,0.783957824,0.556065722,0.40266728,0.963664097,0.808395273,0.930602124,0.875118613,0.953294358,0.800523687,0.766607532,0.695669022,0.564650292,0.553387085,0.860413035,0.625805042,0.810333367,0.858654986
74-Cmtr1,0.234469121,0.035272666,0.042705892,0.002601262,0.001865019,0.002503129,0.015687393,0.050857974,0.007737025,0.053036363,0.027808561,0.013887781,0.02771754,0.031060247,0.106698457,0.339868576,0.040345609,0.455246839,0.759832335,0.319615849,0.853805844,0.813115817,0.438496117,0.843394522,0.73915727,0.553989801,0.228907029,0.03322855,0.232096845,0.40419276,0.061806146,0.008343763,0.376488523,0.494228805,0.699595479,0.765477613,0.493216013,0.572821946,0.295011542,0.317112519,0.167383422,0.052052763,0.544863962,0.252162335,0.35260708,0.824605951
51-Cmtr2,0.543881775,0.173110398,0.218329184,0.056139731,0.029324143,0.019572446,0.046019901,0.203030996,0.170794575,0.20893405,0.119869377,0.155845437,0.182263304,0.203840938,0.335246567,0.780284434,0.127828814,0.971601435,1,0.647127884,0.869974643,1,0.906709698,1,1,0.75133777,0.448330423,0.09757824,0.781355724,0.630375726,0.23976088,0.039174803,0.674457456,0.943339631,1,1,0.835978385,0.655779816,0.556060087,0.34776371,0.157744302,0.158988896,0.762787647,0.46058198,0.75269853,1
44-Ctu1,0.321430408,0.094359195,0.613832669,0.059657765,0.042636393,0.038943136,0.058284221,0.484295546,0.031700158,0.100156786,0.074185139,0.058735968,0.044120941,0.396758267,0.129603226,0.532791978,0.063586217,0.796509857,0.900072058,0.495220336,0.855374705,0.951656221,0.856358248,0.836704014,0.715694696,0.496419091,0.58979837,0.350718722,0.18219625,0.406145052,0.115710835,0.048879657,0.680081487,0.887301939,0.782237144,0.685324655,0.745330028,0.742046168,0.487793789,0.825159257,0.73221578,0.072158688,0.674423437,0.400015904,0.482796734,0.884726442
50-Dcps,0.639091384,0.103725597,0.266290556,0.261479722,0.156154051,0.187011293,0.221064111,0.183786037,0.143495493,0.229967738,0.117672438,0.160465297,0.071933607,0.206590914,0.538849905,0.787187396,0.121959518,1,0.979140334,0.698133766,1,1,0.95226955,0.850848688,0.978844252,0.889525299,0.534341212,0.251174727,0.856487592,0.657232712,0.207154698,0.184870743,0.785747683,0.847246638,0.898570662,0.894713815,0.741135717,0.971556103,0.690972495,0.368463304,0.262233859,0.200785264,0.852844183,0.435641625,0.636560874,1
58-Dimt1,0.34138555,0.181541352,0.121104477,0.005571692,0.027466708,0.061575775,0.06332585,0.093074105,0.078538789,0.120209585,0.139150501,0.083105036,0.201589845,0.108202534,0.203061647,0.522833126,0.154346682,0.918173455,0.865898274,0.550215072,0.956266136,1,0.758283294,0.980480377,0.880984408,0.612114344,0.321197313,0.080556944,0.506997648,0.582743165,0.175992608,0.040813648,0.610447177,0.653990926,0.802900753,0.902807469,0.821122295,0.708076,0.486534354,0.245177125,0.128496639,0.140832965,0.743513613,0.432802523,0.43301332,1
42-Elp1,0.213244381,0.077108815,0.298364295,0.256186641,0.533660305,0.021721561,0.482739287,0.258156901,0.016067277,0.073644604,0.035269928,0.035233317,0.036142811,0.180843814,0.119869811,0.382264543,0.038890933,0.835719757,0.746773573,0.397445864,0.838365706,0.71631077,0.812328063,0.730575541,0.632131639,0.619417083,0.812469823,0.430449773,0.287525259,0.415094985,0.095346566,0.809611534,0.592868628,0.655724701,0.672607141,0.498511736,0.649218655,0.649976017,0.40575804,1,1,0.058726006,0.564211187,0.342813913,0.480920831,0.673087854
43-Elp3,0.457079012,0.123804395,0.354924944,0.308215744,0.177839933,0.086634913,0.230730051,0.223988472,0.042919303,0.121954023,0.062323682,0.087041285,0.169316918,0.227168682,0.348800619,0.612185368,0.087467126,1,0.835916751,0.652771287,0.790532591,0.789334657,0.98439427,0.980737906,0.857234836,0.810489835,0.943245546,0.474671669,0.731256046,0.611795618,0.146748251,0.443123939,0.757914648,0.931507361,0.91725877,0.777497394,0.97362348,0.89320611,0.616768617,1,1,0.100581764,0.910880106,0.546965576,0.639121909,0.839931968
68-Fbl,0.302314696,0.101031819,0.20895766,0.070382268,0.035263459,0.054562438,0.041987807,0.153330327,0.085952031,0.101818211,0.079043919,0.105630263,0.078899352,0.140201356,0.208058695,0.400467975,0.084110815,0.354086271,0.829778926,0.374368677,0.790121043,0.939007071,0.423026207,1,0.904860815,0.288652648,0.241492156,0.089497435,0.374385822,0.301934397,0.124088111,0.031899001,0.330743691,0.350451958,0.800786097,0.826436442,0.543585827,0.365146148,0.279192644,0.168027461,0.091684336,0.107270925,0.295024925,0.234840534,0.260598829,1
41-Fto-1,0.400997775,0.175247843,0.263049252,0.111151075,0.067687943,0.101105084,0.097157076,0.231707001,0.101274495,0.373845416,0.301427763,0.09663299,0.097883668,0.13225211,0.371231929,0.539806216,0.349528117,1,0.564748409,0.576597228,0.628102891,0.446710018,0.842194318,0.525145977,0.567917662,0.62819137,0.641542225,0.386133231,0.665452132,0.462408496,0.261292818,0.084985433,1,0.674753716,0.461947187,0.633547107,0.489220923,1,0.522889868,0.43991482,0.547499898,0.303228945,0.753609597,0.470879854,1,0.493916
21-Fto-2,0.867313105,0.6159091,0.5797065,0.326494022,0.332070232,0.365882927,0.382862863,0.589540915,0.475876356,0.768147357,0.845980341,0.443103279,0.421144569,0.451038352,0.924735729,0.863071737,0.634646399,0.907361594,0.959984241,0.842115726,1,1,0.854377454,1,1,0.970736645,0.847475588,0.731537543,1,0.817676992,0.689688635,0.294920226,0.739722058,0.95576838,1,1,0.994321984,0.741460029,0.719933618,0.698360649,0.701300587,0.614454484,0.845344278,0.689156847,0.959778318,1
12-Ftsj1,0.879434123,1,1,0.260484862,0.367268347,0.285628981,0.379440337,1,1,1,1,1,1,1,0.937553781,0.954978473,1,0.831733281,1,0.876585022,1,1,0.880541762,1,1,1,0.694495659,0.535771922,0.967499564,1,1,0.325347875,0.788874423,0.940624958,1,1,1,0.698199799,0.892835732,0.704607441,0.655221875,1,0.798447627,0.925158359,0.86667313,1
85-Gon7-1,0.169229518,0.029953661,0.077926741,0.080343099,0.109712701,0.043623827,0.123855168,0.087182314,0.018888496,0.04178524,0.026559704,0.028518121,0.025654712,0.063869443,0.192563218,0.227378181,0.052982546,0.20412627,0.29406253,0.298565442,0.358801501,0.083923425,0.218547188,0.32466767,0.461276392,0.097806396,0.135108421,0.05136568,0.074905649,0.156963966,0.057803696,0.122092241,0.360217374,0.336060037,0.415175079,0.259234529,0.409693121,0.228843763,0.250153116,0.121939912,0.063879009,0.064659834,0.158391306,0.148140093,0.118319402,0.12846482
29-Gon7-2,0.606006078,0.798268743,0.774833803,0.072733799,0.009936829,0.048566279,0.050557522,0.681705584,0.760642443,0.644086085,0.658606712,0.806396407,0.81889413,0.67047011,0.519323754,0.663046091,0.550285655,0.839030961,0.924366777,0.642392397,1,1,0.744000744,1,0.989315281,1,0.608250074,0.490653537,0.814554033,0.859383968,0.676524165,0.034868953,0.906381104,0.762101808,0.937653891,0.935893456,0.954194593,0.656337791,0.659618698,0.591481206,0.501638786,0.697080755,0.807320001,0.601077296,0.762587896,1
75-Hsd17b10,0.225621858,0.007259125,0.037201119,0.00433197,0.001981964,0.003142791,0.018336701,0.011595771,0.004230066,0.014844322,0.005337388,0.008152482,0.00229977,0.019439109,0.105859542,0.363462545,0.016762243,0.452825581,0.663799832,0.306797945,0.685232295,0.600491132,0.488141905,0.750237271,0.584883101,0.448033019,0.160513202,0.007205829,0.208557383,0.378734928,0.034738505,0.007903913,0.409454394,0.396757399,0.546784386,0.618530634,0.60526629,0.410244876,0.247790712,0.114602971,0.004979718,0.028424597,0.506315212,0.236975285,0.271222952,0.649921223
83-Iscu,0.12380342,0.009383741,0.06004395,0.001036137,0.000692809,0,0.006055277,0.021990708,0.010627429,0.047271461,0.013739946,0.019794239,0.010991697,0.039917099,0.07295835,0.204278512,0.017293253,0.293398871,0.268346941,0.2086925,0.242673533,0.225503884,0.504575862,0.300170865,0.451787573,0.152189932,0.110341236,0.011695616,0.254792595,0.207418438,0.052194009,0.003036053,0.38779663,0.361095091,0.392487971,0.286172269,0.344752273,0.342892366,0.172731059,0.100513124,0.011317163,0.047045309,0.270211107,0.193969888,0.181139567,0.228959604
38-Lage3,0.676666877,0.336837641,0.240070152,0.372563448,0.452947422,0.465427944,0.428184164,0.195290494,0.264090935,0.209561232,0.122117265,0.231296072,0.422587961,0.290700302,0.60747714,0.795608428,0.250472069,0.893869451,0.845091028,0.735002972,0.71108499,0.735760781,0.896285346,0.898442765,0.855292682,0.849487501,0.603281418,0.391903258,0.739663176,0.626294113,0.225522243,0.386027258,0.718040705,0.848656048,0.833640218,0.951737516,0.760136573,0.805284345,0.820242127,0.489056154,0.439511375,0.220984963,0.735463303,0.630607564,0.711491898,0.824266784
81-Mepce,0.130423335,0.083304991,0.109893186,0.060836795,0.195025706,0.123384491,0.194280599,0.123820533,0.085212359,0.123176235,0.075321282,0.063589955,0.047945482,0.109584885,0.140391844,0.172505358,0.07990045,0.296209812,0.39650543,0.241632318,0.30328684,0.182344695,0.311472348,0.282212873,0.55986435,0.117118312,0.250616614,0.188440453,0.18098892,0.176919304,0.099800803,0.140071113,0.332678793,0.347570883,0.391880834,0.23497842,0.15591912,0.358562011,0.245791117,0.277987024,0.266954968,0.071639687,0.216505692,0.198199522,0.2069268,0.188293395
65-Mettl1,0.635883363,0.128640247,0.176526467,0.072067287,0.121530611,0.062845667,0.103345233,0.134993563,0.093825879,0.140657629,0.135641256,0.129531042,0.103136869,0.135804793,0.609571499,0.619460569,0.098592194,0.599047963,0.770683668,0.565120235,1,1,0.659350233,0.721820616,0.770677995,0.297895996,0.221000981,0.056296929,0.175723523,0.383162945,0.126320625,0.060897436,0.513792128,0.56694993,0.676219006,0.571028549,0.688837116,0.442320012,0.300410724,0.14087132,0.09147126,0.11478514,0.461293175,0.318583742,0.39196167,1
56-Mettl14,0.431300019,0.124684011,0.127512163,0.074333779,0.048536896,0.053788896,0.066861113,0.062793676,0.068196108,0.082844599,0.089947257,0.068618425,0.100579891,0.097501467,0.289813183,0.569480589,0.079220617,0.696848336,1,0.510597761,1,1,0.767070013,1,1,0.76493969,0.372655469,0.163103186,0.572642758,0.596485599,0.143971986,0.030232558,0.570492604,0.893056949,1,1,1,0.735339977,0.502211949,0.341592233,0.174486585,0.122973664,0.848881993,0.422888841,0.545784037,1
87-Mettl16,0.1895524,0.018145156,0.012983678,0.007966778,0.0013065,0.005867795,0.018438982,0.003415627,0.003795173,0.008872833,0.002458706,0.009414545,0.00733054,0.010602773,0.166877544,0.224840158,0.008122597,0.13045245,0.270372144,0.270710232,0.128746585,0.082233166,0.593769263,0.299258856,0.220540645,0.161913016,0.09871681,0.020290703,0.220804856,0.084690763,0.022220127,0.006418919,0.215549995,0.320208812,0.277568133,0.062419739,0.359975238,0.068106274,0.124860446,0.059933106,0.008525964,0.018609423,0.237746724,0.14321653,0.074592523,0.083950939
22-Mettl2,0.783709035,0.693438534,0.713881682,0.386287194,0.431422915,0.37360721,0.374656312,0.738926262,0.501949139,0.604926934,0.529535924,0.527955244,0.534568799,0.662831956,0.662395346,0.90561733,0.539166459,1,0.972186298,0.961317582,1,0.915436128,1,0.924948772,0.973297245,1,0.934760595,0.845009193,0.955129022,0.933540129,0.589935568,0.360823964,0.918978824,0.9774708,0.974455871,0.920135956,0.887682173,1,1,0.777902322,0.778244352,0.583388322,0.906896959,0.730955458,0.9351214,0.950246454
54-Mettl3-1,0.333806761,0.07321157,0.137155097,0.035676472,0.013706088,0.06391227,0.033602321,0.101407904,0.037541176,0.067726219,0.039125687,0.066264481,0.033874569,0.104209497,0.197907324,0.516415784,0.047912052,0.61694172,1,0.424265164,1,1,0.667259807,1,0.942673652,0.650939634,0.288755043,0.19664614,0.329345618,0.525899316,0.085726047,0.028691603,0.622769814,0.874658021,0.96498304,0.906334589,0.825895075,0.697685247,0.51342813,0.317209516,0.121675661,0.076421705,0.801865505,0.338655541,0.518314816,1
55-Mettl3-2,0.327057161,0.077523576,0.081791948,0.048929847,0.039396096,0.046521053,0.066959288,0.0544392,0.049188326,0.057578177,0.041393718,0.04988824,0.040589809,0.068896588,0.169618773,0.52348826,0.047042909,0.871734829,0.966379999,0.488178813,1,1,0.837467152,1,1,0.774116456,0.367268679,0.132177718,0.694267348,0.807559372,0.123446074,0.032656798,0.687818261,0.884283394,0.968218159,0.936337854,0.922339124,0.782189152,0.507552352,0.29751682,0.14425177,0.093473176,0.858009872,0.404964275,0.582520895,1
53-Mettl3-3,0.530827963,0.256759268,0.289372067,0.113260197,0.071650327,0.03478639,0.102887179,0.279065328,0.233998584,0.256198219,0.243158102,0.222525353,0.203581353,0.281605721,0.299062868,0.675899732,0.211067202,0.845168547,1,0.607111379,1,1,0.957256714,1,1,0.782465489,0.400003297,0.198546845,0.70509934,0.742972675,0.301071854,0.094945055,0.79461417,1,1,1,0.917914368,0.855051043,0.724220184,0.416473467,0.277700187,0.249895366,0.948875128,0.530658472,0.648726201,1
33-Mettl6,0.481290446,0.358147312,0.469629236,0.136743178,0.119711343,0.142271062,0.154026947,0.404851952,0.240091261,0.384787392,0.372296774,0.313858619,0.263115852,0.404210594,0.364826713,0.555049078,0.315253789,0.848344564,0.729527098,0.556848023,0.665146023,0.700357038,0.746901387,0.869142611,0.773528236,0.885837248,0.528675709,0.320112779,0.649461263,0.74665353,0.449019028,0.141894623,0.959562888,0.664922315,0.704161901,0.834694041,0.743663568,0.687546172,0.568300919,0.467785563,0.472861348,0.418267075,0.620797985,0.502867228,0.711114049,0.813679001
23-Mrm1,0.852556573,0.615898487,0.720216902,0.372688478,0.309435305,0.287378455,0.320043655,0.740239593,0.682556379,0.669218844,0.60661168,0.65696961,0.551836051,0.679853475,0.653236803,0.85388706,0.520956235,0.854774493,1,0.835809763,0.870184089,1,0.916232705,1,1,0.958511143,0.762870328,0.609695024,1,0.796651866,0.651222236,0.278903288,0.666871288,0.961378145,1,1,0.939944056,0.798367156,0.820069279,0.750922241,0.672788031,0.58310445,0.812809786,0.748726093,0.807659545,1
59-Mrm2,0.297107,0.053613635,0.062666481,0.068089871,0.043250372,0.061360244,0.090672483,0.026373612,0.007896878,0.052707779,0.019060293,0.014425513,0.018195477,0.05100144,0.148894953,0.418660651,0.047866271,0.911638873,0.910850831,0.437368897,1,0.947069002,0.708658319,0.917486271,0.824281121,0.624950318,0.242038685,0.01563231,0.53338857,0.560758863,0.087899108,0.081314668,0.609793889,0.636024654,0.848593338,0.737123769,0.695730905,0.68384602,0.503905639,0.20251976,0.021556713,0.059567369,0.78567584,0.391094919,0.44072638,0.943886473
14-Mrm3,0.760417005,0.944786561,1,0.497879377,0.52112741,0.402509405,0.55258714,0.881487404,0.704799577,0.787834892,0.704316213,0.840292603,0.77260657,0.926548823,0.567221417,0.8617939,0.753244097,0.806512761,0.868806285,0.713662301,1,1,1,0.795107889,0.960097805,0.919384505,0.591802098,0.403806959,0.811077627,0.846056033,0.730732697,0.656968815,1,0.872118546,0.86151068,0.804604631,0.753762885,0.788959307,0.949228649,0.520491092,0.405889713,0.570720258,0.811613592,0.538772946,0.869421187,1
08-NC1,0.857921424,0.8715052,0.894526291,0.819321529,0.730419377,0.82266444,0.774131664,0.928558646,0.89898137,0.909341801,0.919326572,0.814071749,0.880589586,1,0.861558412,0.900256952,0.88377579,0.798095328,1,0.875136224,0.764545793,0.976349433,0.907655109,1,1,1,0.84310426,0.778575695,1,0.901741363,0.977618499,0.728531463,0.880940117,1,1,1,1,0.771101977,0.904902391,0.853143369,0.788094689,1,0.93002459,0.99449333,0.93691916,1
05-NC2,1,1,1,1,1,1,1,0.918965601,1,0.933860914,1,1,0.995862447,0.996627784,1,1,0.945888332,1,1,1,1,1,1,1,1,0.962165489,0.93438019,0.967432781,1,0.969175809,0.986813803,1,1,1,1,1,1,1,1,0.968071786,0.939751689,0.862291367,1,1,1,1
04-NC3,0.992989258,1,1,0.983601503,0.887664541,1,0.893156143,1,1,0.921786072,0.850737503,0.99106931,0.916635088,1,0.999208948,1,0.997773313,1,0.962299901,0.986888748,0.934138145,0.85788261,1,0.795792582,0.906239052,0.924470723,1,1,1,0.979181769,0.937418247,1,1,1,0.983111894,0.962122546,0.958318932,1,1,1,1,1,1,1,1,0.902669462
07-NC4,0.996108007,0.927068865,0.917177431,1,1,1,1,0.8527967,0.972329744,0.834950499,0.909412993,0.929630392,0.88027009,0.850583839,1,0.958487421,0.994712248,1,0.921063441,0.953247258,0.943643261,0.890140856,1,0.99334285,0.95440912,1,1,0.960494645,1,1,1,1,1,1,0.95298261,0.963746455,1,0.986067566,0.965492725,1,1,0.967430585,0.986400599,1,0.980797786,0.877978335
06-NC5,1,1,0.892678681,1,1,1,1,0.893302979,0.889062259,1,0.999290952,0.920296933,1,1,1,1,1,1,1,1,1,0.958207467,1,0.985747897,0.977670326,1,0.980532026,1,0.999655983,0.971755525,0.995458909,1,1,1,1,0.994185416,0.998236053,1,1,1,0.798713791,1,1,1,1,0.985480499
03-NC6,1,1,1,0.813524872,0.875793864,0.82336911,0.929896126,1,1,1,1,1,1,1,1,1,1,1,0.888237935,1,1,0.876144497,1,0.883946483,0.996933958,0.985108823,1,1,0.990856869,1,1,0.933892774,1,0.974584267,0.950707275,0.973458486,0.960133152,1,1,1,1,0.98742116,1,0.936702536,1,0.874383098
02-NC7,0.951434155,1,1,1,1,1,1,1,1,1,1,1,1,1,0.850985028,1,1,0.957093074,1,1,1,1,0.868597735,1,0.992835107,1,0.972952809,1,0.856847148,0.97194872,1,1,1,0.916017436,0.960054215,0.9205363,1,0.935340817,0.953457125,0.920579324,0.936947915,1,0.896421398,0.923001354,0.966333493,1
01-NC8,0.69676601,1,1,0.937698543,1,1,0.924009391,0.959047657,0.917076917,0.941461004,1,1,1,1,0.507986492,0.771333944,0.86602321,0.730003282,0.973500627,0.779688229,0.838351263,0.917660286,0.713142774,1,0.815872636,1,0.926424252,0.93579694,0.789077901,0.958517819,0.987474362,0.962156624,0.792355452,0.717316913,0.861984516,0.888335641,0.907356848,0.836058821,0.743077773,0.957921272,1,1,0.813091557,0.693790848,0.808528149,0.890916567
84-Nfs1,0.216249027,0.044732106,0.044635393,0.01182273,0.000682827,0.001820872,0.012580452,0.021992581,0.013858759,0.03470447,0.022199472,0.030356462,0.022717797,0.036616279,0.088667588,0.343668812,0.019017811,0.222431959,0.275611069,0.274223172,0.319302816,0.190702664,0.349297029,0.371462492,0.489640643,0.126621467,0.110445474,0.010551832,0.178455373,0.169099766,0.058679558,0.005911106,0.22155522,0.337607946,0.388133572,0.286259811,0.345484984,0.26942424,0.163803129,0.097318798,0.016615597,0.039914682,0.194185009,0.161098908,0.150721308,0.187257474
40-Nsun2,0.983413784,0.441860782,0.342224053,0.122121646,0.071395721,0.086428576,0.264773665,0.383886262,0.291396219,0.223990611,0.263224125,0.314316871,0.586732682,0.332460327,0.991078104,0.884444326,0.271284403,0.881027717,0.938179907,0.859342581,0.936962646,1,0.936292736,1,1,0.850664384,0.784766833,0.493156671,0.964862897,0.714683569,0.358361231,0.181866012,0.769610487,0.920380152,0.948234576,1,0.979764426,0.973650062,0.722305853,0.632725355,0.630405632,0.298719252,0.918754469,0.63620184,0.710969471,1
57-Nsun4,0.417061915,0.200232881,0.208495784,0.00620759,0.012846299,0.01952088,0.039410031,0.157265985,0.102604094,0.119831926,0.099518923,0.114285009,0.148639006,0.189649819,0.2267548,0.565697371,0.133176444,0.840894064,0.836806749,0.508335575,0.993545314,1,0.917644876,0.845161767,0.810565349,0.762050016,0.297932368,0.040021325,0.463492605,0.609762186,0.186136581,0.036843126,0.763424995,0.751631648,0.809648834,0.763767883,0.824938355,0.827678243,0.557514386,0.244131183,0.037191774,0.127858549,0.828937987,0.422829677,0.606191623,0.962310616
